Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Min Relative Humidity,Max Relative Humidity,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,Latitude,Longitude,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Temp_Range,Wind_Range,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,Yield
1668,5.24,Jhenaidah,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,8739,30,8.0,70,85,0.46,1.77,5.67,302.19,-7492.91,0.5,0.74,0.32,0.2,0.42,0.4,683.91,6.21,20.84,1.65,30.96,16.69,52.35,1.26,23.54,89.17,12.62,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.28,0.03,1.16,Optimal,996.2,27.8,34.21,18.74,0,2.16,7.83,0.11,15.47,7.72,35.83,Low Risk,0,5.24
1673,2.57,Dhaka,Kharif 2,25.0,67.5,Garlic,Oct,Nov to Jan,Feb,4302,30,20.0,65,70,0.32,1.21,4.59,302.2,-7492.93,0.34,0.46,0.16,0.13,0.3,0.39,906.11,5.49,13.48,1.2,40.33,25.96,33.7,1.32,23.76,90.39,11.22,Acidic (Chua),Clayey (Sét),0.26,0.29,0.04,1.15,Optimal,1137.55,27.81,33.68,18.24,0,1.99,7.4,0.04,15.44,7.36,40.9,Low Risk,0,2.57
1677,4.84,Cumilla,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,8124,30,8.0,70,85,0.39,1.55,5.42,301.74,-7492.92,0.46,0.63,0.23,0.2,0.4,0.44,655.35,5.39,19.73,1.67,36.14,26.69,37.19,1.3,23.46,91.18,11.81,Acidic (Chua),Loamy (Thịt/Phù sa),0.27,0.3,0.03,1.11,Optimal,1132.38,27.49,33.75,17.91,0,1.67,5.92,0.03,15.84,5.89,41.2,Low Risk,0,4.84
1678,0.3,Chattogram,Kharif 2,30.0,70.0,Mug,Feb,March to May,May,505,35,25.0,60,80,0.46,2.26,6.06,301.77,-7492.96,0.5,0.66,0.25,0.2,0.41,0.39,594.69,6.31,14.48,1.39,37.8,22.9,39.3,1.3,22.33,91.83,10.41,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.15,0.2,0.05,1.45,Moderate,1450.75,28.05,34.55,19.76,0,2.36,11.27,0.03,14.79,11.24,51.72,Low Risk,0,0.3
1686,4.9,Chuadanga,Kharif 2,17.0,75.0,Cabbage,Sep,Oct to Jan,Feb,8259,24,10.0,60,90,0.41,1.36,5.16,302.65,-7493.13,0.43,0.61,0.14,0.21,0.47,0.5,710.15,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.27,0.03,1.16,Optimal,774.47,27.95,35.82,17.95,3,2.2,7.92,0.06,17.87,7.86,27.71,Moderate Risk,0,4.9
1694,14.85,Noakhali,Kharif 1,25.0,70.0,Green Coconut,May,June to August,August to September,25155,30,20.0,60,80,0.32,1.63,4.17,302.28,19.92,0.23,0.35,0.11,0.11,0.24,0.48,892.74,5.79,23.52,1.72,33.46,29.05,37.49,1.31,22.25,91.17,13.67,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.32,0.32,-0.0,0.99,Optimal,1243.4,28.07,32.74,18.65,0,4.18,8.21,0.16,14.09,8.05,44.3,Low Risk,0,14.85
1699,5.8,Chuadanga,Rabi,20.0,67.5,Onion,Oct,Nov to March,March to April,9860,25,15.0,65,70,0.39,1.38,5.66,298.04,-2494.44,0.54,0.61,0.45,0.08,0.16,0.14,762.0,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.19,0.25,0.05,1.35,Moderate,87.15,19.16,30.34,7.12,0,1.41,4.92,0.06,23.22,4.86,4.55,Low Risk,0,5.8
1709,2.33,Noakhali,Kharif 2,30.0,80.0,Betelnut,July,Aug to Jan,Jan to March,3983,35,25.0,70,90,0.39,2.46,6.11,301.18,-7493.07,0.4,0.61,0.15,0.23,0.47,0.58,647.95,5.79,23.52,1.72,33.46,29.05,37.49,1.31,22.25,91.17,13.67,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.28,0.03,1.18,Optimal,1533.16,28.59,32.77,21.78,0,3.78,12.92,0.05,10.99,12.87,53.62,Low Risk,0,2.33
1709,5.62,Rajshahi,Kharif 2,27.5,72.5,Patal,Aug,Sep to Jan,Jan to March,9600,35,20.0,60,85,0.36,1.32,4.75,301.84,-7492.95,0.39,0.56,0.22,0.15,0.35,0.39,755.92,6.11,18.59,1.58,36.24,17.79,45.99,1.29,24.63,89.04,11.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.18,Optimal,772.89,28.15,36.56,17.79,8,2.22,8.45,0.03,18.77,8.42,27.46,Moderate Risk,0,5.62
1710,2.82,Pabna,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,4822,27,14.0,50,70,0.31,1.02,4.7,298.65,-2494.71,0.45,0.5,0.39,0.05,0.11,0.11,856.04,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.17,0.23,0.06,1.4,Moderate,91.4,19.21,30.12,7.92,0,1.42,5.1,0.04,22.2,5.06,4.76,Low Risk,0,2.82
1710,0.34,Jhenaidah,Kharif 2,27.5,35.0,Mashkalai,Aug,Sep to Oct,Nov,583,35,20.0,25,45,0.46,1.77,5.67,302.19,-7492.91,0.5,0.74,0.32,0.2,0.42,0.4,683.91,6.21,20.84,1.65,30.96,16.69,52.35,1.26,23.54,89.17,12.62,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.3,0.01,1.05,Optimal,996.2,27.8,34.21,18.74,0,2.16,7.83,0.11,15.47,7.72,35.83,Low Risk,0,0.34
1716,6.97,Panchagar,Kharif 2,16.0,85.0,Radish,Oct,Nov to Feb,March,11966,22,10.0,75,95,0.43,1.52,5.08,301.7,-7492.92,0.47,0.71,0.32,0.17,0.39,0.37,603.84,5.88,18.49,1.72,30.85,26.88,42.26,1.29,26.32,88.55,10.74,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.26,0.03,1.14,Optimal,1342.09,27.19,33.52,17.55,0,1.52,4.56,0.03,15.97,4.53,49.36,Low Risk,0,6.97
1717,7.22,Pabna,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,12397,30,8.0,70,85,0.35,1.31,4.8,301.59,-7492.92,0.4,0.58,0.27,0.16,0.31,0.39,795.65,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.27,0.03,1.15,Optimal,984.86,27.91,34.38,19.25,0,2.3,8.54,0.08,15.13,8.46,35.29,Low Risk,0,7.22
1717,9.88,Mymensingh,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,16965,30,8.0,70,85,0.41,1.47,5.06,301.65,-7492.91,0.48,0.67,0.14,0.24,0.53,0.5,722.08,5.73,16.23,1.49,31.27,29.94,38.8,1.31,24.89,90.38,10.89,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.27,0.03,1.12,Optimal,1391.11,27.5,34.86,18.34,0,1.54,5.49,0.03,16.52,5.46,50.58,Low Risk,0,9.88
1733,0.49,Meherpur,Kharif 2,27.5,35.0,Mashkalai,Aug,Sep to Oct,Nov,841,35,20.0,25,45,0.43,1.39,5.17,302.52,-7493.04,0.44,0.66,0.13,0.24,0.53,0.54,737.19,6.22,19.2,1.42,37.87,18.94,43.2,1.28,23.78,88.64,13.51,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.29,0.02,1.08,Optimal,762.83,28.12,36.28,18.19,9,2.27,8.43,0.04,18.09,8.39,27.12,Moderate Risk,0,0.49
1734,0.49,Pabna,Kharif 2,22.5,82.5,Motor,Oct,Nov to March,March to April,854,30,15.0,75,90,0.35,1.31,4.8,301.59,-7492.92,0.4,0.58,0.27,0.16,0.31,0.39,795.65,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.25,0.05,1.31,Optimal,984.86,27.91,34.38,19.25,0,2.3,8.54,0.08,15.13,8.46,35.29,Low Risk,0,0.49
1741,9.79,Satkhira,Kharif 1,25.0,70.0,Green Coconut,May,June to August,August to September,17036,30,20.0,60,80,0.24,1.62,3.79,302.01,13.14,0.22,0.27,0.12,0.07,0.15,0.31,1000.83,5.93,20.48,2.1,32.6,23.58,43.84,1.27,22.72,89.07,9.75,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.36,0.39,0.03,1.1,Optimal,441.07,29.43,42.85,15.91,64,2.15,5.36,0.14,26.94,5.22,14.99,High Risk,1,9.79
1749,4.43,Jhenaidah,Kharif 2,27.5,72.5,Patal,Aug,Sep to Jan,Jan to March,7743,35,20.0,60,85,0.46,1.77,5.67,302.19,-7492.91,0.5,0.74,0.32,0.2,0.42,0.4,683.91,6.21,20.84,1.65,30.96,16.69,52.35,1.26,23.54,89.17,12.62,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.28,0.03,1.18,Optimal,996.2,27.8,34.21,18.74,0,2.16,7.83,0.11,15.47,7.72,35.83,Low Risk,0,4.43
1750,4.73,Chattogram,Rabi,20.0,67.5,Ginger,Oct,Nov to March,March to April,8283,25,15.0,60,75,0.33,1.52,5.45,299.69,-2494.35,0.51,0.54,0.48,0.03,0.06,0.05,641.44,6.31,14.48,1.39,37.8,22.9,39.3,1.3,22.33,91.83,10.41,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.18,0.24,0.05,1.37,Moderate,98.78,20.41,31.75,9.62,0,1.66,4.45,0.08,22.13,4.37,4.84,Low Risk,0,4.73
1757,5.6,Nilphamari,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,9832,30,8.0,70,85,0.42,1.44,4.95,301.59,-7492.92,0.47,0.65,0.3,0.15,0.36,0.31,662.49,6.0,15.44,1.64,29.14,32.45,38.4,1.31,25.93,88.85,9.41,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.2,-0.0,1.0,Moderate,1114.52,27.58,34.74,17.2,0,1.71,6.02,0.02,17.54,6.0,40.41,Low Risk,0,5.6
1760,3.28,Barishal,Rabi,25.0,80.0,Banana,Jan,Jan to Jan,Jan,5781,35,15.0,75,85,0.28,1.3,4.83,297.94,-2495.32,0.34,0.43,0.25,0.08,0.18,0.24,723.25,5.73,28.15,2.44,27.75,24.02,48.24,1.27,22.49,90.35,11.53,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.3,0.05,1.18,Optimal,208.71,20.13,29.78,10.33,0,1.85,5.17,0.04,19.45,5.13,10.37,Low Risk,0,3.28
1760,21.0,Kushtia,Rabi,25.0,80.0,Banana,Jan,Jan to Jan,Jan,36962,35,15.0,75,85,0.32,1.12,4.86,298.34,-2493.83,0.45,0.51,0.34,0.08,0.18,0.18,804.93,5.96,19.52,2.05,35.95,25.15,38.89,1.28,23.9,89.13,9.52,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.16,0.21,0.05,1.3,Moderate,91.4,19.21,30.12,7.92,0,1.42,5.1,0.04,22.2,5.06,4.76,Low Risk,0,21.0
1763,0.32,Magura,Kharif 2,22.5,82.5,Motor,Oct,Nov to March,March to April,557,30,15.0,75,90,0.42,1.7,5.52,301.93,-7492.93,0.46,0.72,0.23,0.22,0.49,0.47,717.91,5.92,22.91,1.96,30.11,20.69,49.19,1.28,23.49,89.42,11.68,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.27,0.05,1.29,Optimal,996.2,27.8,34.21,18.74,0,2.16,7.83,0.11,15.47,7.72,35.83,Low Risk,0,0.32
1768,9.68,Jhenaidah,Kharif 1,31.5,70.0,Mango,April,No need to do,April to June,17115,36,27.0,50,90,0.38,1.08,3.99,303.79,13.4,0.37,0.49,0.25,0.11,0.24,0.29,766.13,6.21,20.84,1.65,30.96,16.69,52.35,1.26,23.54,89.17,12.62,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.25,0.04,1.29,Moderate,558.92,29.28,43.33,15.19,58,2.48,6.36,0.08,28.14,6.28,19.09,High Risk,1,9.68
1778,2.23,Chandpur,Kharif 1,27.0,72.5,Maize 1,March,April to May,June to July,3972,34,20.0,60,85,0.32,1.59,4.47,301.33,14.39,0.26,0.32,0.21,0.05,0.12,0.19,984.97,5.52,31.68,3.47,32.55,28.9,38.55,1.26,23.22,90.65,9.13,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.25,0.03,1.26,Optimal,897.09,28.3,38.75,16.37,34,2.79,6.68,0.12,22.38,6.56,31.7,High Risk,1,2.23
1779,7.9,Patuakhali,Kharif 1,25.0,70.0,Green Coconut,May,June to August,August to September,14049,30,20.0,60,80,0.3,0.85,3.4,302.6,18.74,0.26,0.34,0.18,0.06,0.15,0.25,937.9,5.73,17.04,1.8,25.82,35.1,39.05,1.32,22.01,90.38,9.46,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.38,0.4,0.02,1.06,Optimal,1663.21,28.11,33.74,19.66,0,3.68,7.13,0.09,14.08,7.04,59.17,Low Risk,0,7.9
1787,3.23,Pabna,Rabi,22.5,60.0,Chili,Oct,Nov to March,March to April,5766,30,15.0,50,70,0.31,1.02,4.7,298.65,-2494.71,0.45,0.5,0.39,0.05,0.11,0.11,856.04,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.25,0.05,1.31,Optimal,91.4,19.21,30.12,7.92,0,1.42,5.1,0.04,22.2,5.06,4.76,Low Risk,0,3.23
1788,6.02,Chuadanga,Rabi,20.0,60.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,10758,25,15.0,50,70,0.39,1.38,5.66,298.04,-2494.44,0.54,0.61,0.45,0.08,0.16,0.14,762.0,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.27,0.03,1.16,Optimal,87.15,19.16,30.34,7.12,0,1.41,4.92,0.06,23.22,4.86,4.55,Low Risk,0,6.02
1796,4.92,Gazipur,Kharif 1,31.5,70.0,Mango,April,No need to do,April to June,8837,36,27.0,50,90,0.35,1.05,3.62,303.03,18.52,0.26,0.34,0.11,0.1,0.23,0.4,967.61,5.75,17.96,1.49,32.53,28.89,38.58,1.3,24.0,90.42,12.05,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.31,0.33,0.02,1.1,Optimal,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,High Risk,1,4.92
1796,2.56,Chandpur,Rabi,20.0,67.5,Onion,Oct,Nov to March,March to April,4605,25,15.0,65,70,0.3,1.67,5.42,297.76,-2496.74,0.4,0.49,0.3,0.07,0.18,0.19,647.84,5.52,31.68,3.47,32.55,28.9,38.55,1.26,23.22,90.65,9.13,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.26,0.04,1.28,Optimal,130.03,19.79,29.93,9.59,0,1.58,4.92,0.03,20.34,4.89,6.57,Low Risk,0,2.56
1798,0.38,Chapai Nawabganj,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,687,35,20.0,25,45,0.38,1.41,5.01,301.8,-7492.92,0.42,0.55,0.23,0.14,0.31,0.34,745.51,6.15,14.69,1.6,36.38,22.19,41.44,1.28,24.6,88.29,9.18,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.26,0.01,1.07,Optimal,667.02,28.46,37.9,17.77,17,2.31,8.68,0.04,20.13,8.64,23.44,High Risk,0,0.38
1800,0.94,Barishal,Rabi,17.75,55.0,Wheat,Dec,Jan  to  March,April,1696,20,15.5,50,60,0.28,1.3,4.83,297.94,-2495.32,0.34,0.43,0.25,0.08,0.18,0.24,723.25,5.73,28.15,2.44,27.75,24.02,48.24,1.27,22.49,90.35,11.53,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.2,0.26,0.06,1.39,Optimal,208.71,20.13,29.78,10.33,0,1.85,5.17,0.04,19.45,5.13,10.37,Low Risk,0,0.94
1801,0.43,Cumilla,Rabi,31.0,45.0,Sesame,Nov,Dec to Jan,Feb,772,35,27.0,40,50,0.33,1.08,4.67,298.64,-2495.06,0.46,0.59,0.36,0.09,0.23,0.2,676.04,5.39,19.73,1.67,36.14,26.69,37.19,1.3,23.46,91.18,11.81,Acidic (Chua),Loamy (Thịt/Phù sa),0.25,0.28,0.04,1.14,Optimal,73.68,19.19,30.34,8.36,0,1.09,3.32,0.02,21.98,3.3,3.84,Low Risk,0,0.43
1801,0.42,Rajbari,Kharif 2,22.5,82.5,Motor,Oct,Nov to March,March to April,756,30,15.0,75,90,0.36,1.37,4.82,301.32,-7492.91,0.4,0.58,0.2,0.17,0.39,0.42,789.19,5.84,28.05,4.03,30.96,22.82,46.22,1.25,23.74,89.57,6.96,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.18,0.23,0.05,1.35,Moderate,996.2,27.8,34.21,18.74,0,2.16,7.83,0.11,15.47,7.72,35.83,Low Risk,0,0.42
1803,7.83,Lalmonirhat,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,14118,30,8.0,70,85,0.41,1.51,4.96,301.29,-7492.92,0.45,0.6,0.28,0.13,0.32,0.29,697.84,5.71,24.92,3.45,32.93,35.66,31.44,1.29,25.92,89.45,7.22,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.22,0.0,1.04,Moderate,993.02,27.78,34.92,17.93,0,1.84,5.77,0.08,16.99,5.69,35.74,Low Risk,0,7.83
1807,12.76,Meherpur,Kharif 2,17.0,75.0,Cabbage,Sep,Oct to Jan,Feb,23065,24,10.0,60,90,0.43,1.39,5.17,302.52,-7493.04,0.44,0.66,0.13,0.24,0.53,0.54,737.19,6.22,19.2,1.42,37.87,18.94,43.2,1.28,23.78,88.64,13.51,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.17,Optimal,762.83,28.12,36.28,18.19,9,2.27,8.43,0.04,18.09,8.39,27.12,Moderate Risk,0,12.76
1813,9.93,Chuadanga,Rabi,25.0,80.0,Banana,Jan,Jan to Jan,Jan,17999,35,15.0,75,85,0.39,1.38,5.66,298.04,-2494.44,0.54,0.61,0.45,0.08,0.16,0.14,762.0,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.25,0.04,1.19,Optimal,87.15,19.16,30.34,7.12,0,1.41,4.92,0.06,23.22,4.86,4.55,Low Risk,0,9.93
1818,7.43,Gaibandha,Kharif 1,31.5,70.0,Mango,April,No need to do,April to June,13499,36,27.0,50,90,0.28,0.81,3.06,301.07,23.12,0.22,0.3,0.02,0.13,0.27,0.61,1182.32,5.59,17.13,1.51,36.5,26.57,36.92,1.32,25.09,89.87,11.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.28,0.02,1.08,Optimal,1278.22,28.16,38.88,14.97,37,2.28,6.66,0.04,23.91,6.62,45.39,High Risk,1,7.43
1822,6.35,Tangail,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,11569,30,8.0,70,85,0.38,1.42,4.99,301.54,-7492.91,0.41,0.6,0.16,0.2,0.44,0.49,786.05,5.71,26.11,1.62,28.16,38.4,33.45,1.29,24.27,89.94,16.11,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.27,0.03,1.13,Optimal,1132.42,27.87,34.22,18.47,0,2.08,7.64,0.06,15.75,7.58,40.63,Low Risk,0,6.35
1823,3.02,Cumilla,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,5504,22,10.0,60,75,0.36,1.08,3.95,302.35,15.87,0.28,0.44,0.13,0.13,0.31,0.45,913.0,5.39,19.73,1.67,36.14,26.69,37.19,1.3,23.46,91.18,11.81,Acidic (Chua),Loamy (Thịt/Phù sa),0.27,0.3,0.02,1.14,Optimal,1026.98,27.6,38.63,14.34,31,2.44,6.32,0.11,24.29,6.21,37.2,High Risk,1,3.02
1825,5.98,Mymensingh,Kharif 2,26.5,80.0,Gourd,July,Aug to Jan,Jan to March,10913,35,18.0,75,85,0.41,1.47,5.06,301.65,-7492.91,0.48,0.67,0.14,0.24,0.53,0.5,722.08,5.73,16.23,1.49,31.27,29.94,38.8,1.31,24.89,90.38,10.89,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.29,0.02,1.15,Optimal,1391.11,27.5,34.86,18.34,0,1.54,5.49,0.03,16.52,5.46,50.58,Low Risk,0,5.98
1835,4.53,Narsingdi,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,8313,30,20.0,60,85,0.34,1.07,3.61,302.28,18.51,0.28,0.38,0.07,0.15,0.32,0.53,835.18,5.47,21.69,1.54,35.94,30.81,33.25,1.25,23.92,90.72,14.08,Acidic (Chua),Loamy (Thịt/Phù sa),0.33,0.34,0.01,1.06,Optimal,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,High Risk,1,4.53
1843,1.17,Satkhira,Rabi,17.75,55.0,Wheat,Dec,Jan  to  March,April,2165,20,15.5,50,60,0.26,2.1,5.2,297.61,-2495.44,0.43,0.48,0.41,0.03,0.07,0.08,635.72,5.93,20.48,2.1,32.6,23.58,43.84,1.27,22.72,89.07,9.75,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.33,0.07,1.27,Optimal,158.44,19.83,32.43,8.31,0,1.25,3.91,0.11,24.12,3.8,7.99,Low Risk,0,1.17
1848,1.41,Jhenaidah,Rabi,22.5,60.0,Chili,Oct,Nov to March,March to April,2599,30,15.0,50,70,0.33,1.1,4.75,298.57,-2494.13,0.49,0.61,0.38,0.1,0.23,0.2,689.07,6.21,20.84,1.65,30.96,16.69,52.35,1.26,23.54,89.17,12.62,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.26,0.05,1.3,Optimal,101.19,19.23,30.32,7.6,0,1.41,4.93,0.06,22.72,4.87,5.26,Low Risk,0,1.41
1851,5.77,Narsingdi,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,10688,24,17.0,70,90,0.32,1.17,4.79,298.47,-2495.6,0.46,0.57,0.38,0.09,0.18,0.19,603.39,5.47,21.69,1.54,35.94,30.81,33.25,1.25,23.92,90.72,14.08,Acidic (Chua),Loamy (Thịt/Phù sa),0.21,0.26,0.05,1.28,Optimal,82.23,19.61,30.39,8.94,0,1.25,3.9,0.06,21.45,3.84,4.19,Low Risk,0,5.77
1855,2.69,Bandarban,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to March,March to jun,4989,35,18.0,60,90,0.59,4.07,7.52,300.74,-7492.91,0.6,0.76,0.39,0.19,0.38,0.32,481.86,5.51,20.44,2.2,29.3,36.52,34.18,1.22,21.79,92.41,9.29,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.27,0.04,1.25,Optimal,1354.97,26.05,32.68,17.05,0,0.07,0.51,0.0,15.63,0.51,52.01,Low Risk,0,2.69
1858,1.7,Rangamati,Kharif 1,25.0,70.0,Green Coconut,May,June to August,August to September,3162,30,20.0,60,80,0.48,2.69,5.57,301.97,17.29,0.37,0.61,0.22,0.17,0.39,0.47,844.83,5.7,24.39,2.13,32.36,27.91,39.73,1.25,22.65,92.18,11.45,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.34,0.35,0.01,1.02,Optimal,1205.62,27.63,36.72,15.16,4,2.86,6.45,0.12,21.56,6.33,43.63,Moderate Risk,0,1.7
1859,0.24,Satkhira,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,444,35,25.0,70,90,0.3,2.18,5.12,300.68,-7492.96,0.4,0.53,0.26,0.14,0.27,0.35,679.02,5.93,20.48,2.1,32.6,23.58,43.84,1.27,22.72,89.07,9.75,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.38,0.41,0.03,1.08,Optimal,1252.47,27.81,33.81,18.59,0,1.68,6.2,0.06,15.22,6.14,45.03,Low Risk,0,0.24
1869,1.5,Chuadanga,Rabi,17.75,55.0,Wheat,Dec,Jan  to  March,April,2812,20,15.5,50,60,0.39,1.38,5.66,298.04,-2494.44,0.54,0.61,0.45,0.08,0.16,0.14,762.0,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.17,0.23,0.06,1.44,Moderate,87.15,19.16,30.34,7.12,0,1.41,4.92,0.06,23.22,4.86,4.55,Low Risk,0,1.5
1873,3.13,Chuadanga,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,5871,30,8.0,70,85,0.41,1.36,5.16,302.65,-7493.13,0.43,0.61,0.14,0.21,0.47,0.5,710.15,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.18,Optimal,774.47,27.95,35.82,17.95,3,2.2,7.92,0.06,17.87,7.86,27.71,Moderate Risk,0,3.13
1874,5.63,Jhenaidah,Kharif 2,17.0,75.0,Cabbage,Sep,Oct to Jan,Feb,10548,24,10.0,60,90,0.46,1.77,5.67,302.19,-7492.91,0.5,0.74,0.32,0.2,0.42,0.4,683.91,6.21,20.84,1.65,30.96,16.69,52.35,1.26,23.54,89.17,12.62,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.28,0.03,1.14,Optimal,996.2,27.8,34.21,18.74,0,2.16,7.83,0.11,15.47,7.72,35.83,Low Risk,0,5.63
1877,4.15,Joypurhat,Rabi,20.0,67.5,Onion,Oct,Nov to March,March to April,7781,25,15.0,65,70,0.31,1.09,4.78,297.97,-2494.33,0.41,0.49,0.3,0.08,0.19,0.2,872.95,6.47,12.9,1.27,38.48,21.6,39.89,1.31,25.11,88.99,10.15,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.17,0.21,0.04,1.33,Moderate,73.46,18.28,30.31,7.21,0,1.38,6.18,0.09,23.1,6.09,4.02,Low Risk,0,4.15
1887,1.82,Tangail,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,3425,22,10.0,60,75,0.35,1.01,3.64,302.37,19.3,0.18,0.22,0.13,0.04,0.09,0.22,1027.76,5.71,26.11,1.62,28.16,38.4,33.45,1.29,24.27,89.94,16.11,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.28,0.02,1.15,Optimal,1038.79,28.66,41.07,15.07,48,2.34,6.82,0.09,26.0,6.73,36.24,High Risk,1,1.82
