Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,soil_ph,NDVI_early,NDVI_mid,NDVI_late,NDVI_std,NDVI_prev_season
968,2.555785124,Lakshmipur,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,2474,24,17.0,70,90,56.0,0.5368424127097657,0.3583731308418406,0.3561816998129432,0.09410580407591193,0.5253667671733465
222,3.085585586,Lalmonirhat,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,685,24,17.0,70,90,,0.4495769122619324,0.4402460292050182,0.4065448627465945,0.08739944183281835,0.6005631769723303
425,4.122352941,Madaripur,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1752,24,17.0,70,90,56.0,0.5270003205348973,0.43549402292455525,0.145892769350381,0.13757609730764456,0.5680438314099354
90,3.911111111,Magura,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,352,24,17.0,70,90,61.0,0.5564517069988566,0.4678012994245231,0.3516332543736697,0.09243905830795296,0.7173624754929421
330,4.851515152,Manikganj,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1601,24,17.0,70,90,,0.4185406978474758,0.3603896140571922,0.238108560268593,0.10410455790614395,0.4193839512009965
70,5.257142857,Meherpur,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,368,24,17.0,70,90,65.0,0.5774080200216897,0.5490936797338835,0.4240959983858737,0.08177174883714969,0.6557736174550848
230,4.791304348,Moulvibazar,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1102,24,17.0,70,90,,0.6199927514832799,0.4671694138083858,0.3772511111134909,0.09213101681720033,0.5081293337700128
154,3.837662338,Munshiganj,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,591,24,17.0,70,90,,0.4487728540074254,0.4228208938710822,0.1254731884929805,0.14632701106561977,0.4799755728266007
1193,4.099748533,Mymensingh,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,4891,24,17.0,70,90,,0.6097119497847369,0.378034064193858,0.2792620099084889,0.1528661720116616,0.6661036234448312
904,4.07079646,Naogaon,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,3680,24,17.0,70,90,,0.5271957717658298,0.4009671609059601,0.3353748718633925,0.131825573176569,0.6437611050179507
64,4.140625,Narail,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,265,24,17.0,70,90,58.0,0.5628542478735085,0.45894804658841337,0.3408352502702987,0.09720770962677755,0.6251097875564693
432,4.766203704,Narayanganj,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,2059,24,17.0,70,90,,0.484101190508087,0.3735885414147103,0.2542342797497706,0.08365404477364341,0.3876193728015197
1851,5.774176121,Narsingdi,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,10688,24,17.0,70,90,,0.582228604206656,0.4590309666272121,0.3744952593367734,0.09570277532944425,0.4212772529102456
794,3.802267003,Natore,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,3019,24,17.0,70,90,,0.5182904304847376,0.4762081170449314,0.3938140226589006,0.11024291093467746,0.6270773846150153
653,5.747320061,Netrokona,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,3753,24,17.0,70,90,,0.4572107645523022,0.3908023738102877,0.2180584018053236,0.1572963016873553,0.3798255718688024
352,4.642045455,Nilphamari,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1634,24,17.0,70,90,,0.4830189104860807,0.43043576773076947,0.348037858697919,0.1078496404426808,0.653377154092829
7068,3.886955291,Noakhali,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,27473,24,17.0,70,90,55.0,0.6121314642988956,0.43528452182043975,0.3485228861940609,0.0950060101536326,0.5743616085661583
397,4.264483627,Pabna,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1693,24,17.0,70,90,,0.4938904215556714,0.4473222115514349,0.3016887841086959,0.07587493705779351,0.576205463230183
371,5.318059299,Panchagar,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1973,24,17.0,70,90,,0.485823986874206,0.38934396788636666,0.20279912294809,0.11576182614309145,0.7131991955629091
1347,3.689680772,Patuakhali,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,4970,24,17.0,70,90,,0.6429891164126075,0.3250366983733252,0.2365474556695895,0.14650580817174733,0.6209295032125958
461,3.856832972,Pirojpur,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1778,24,17.0,70,90,57.0,0.6965960442832237,0.4657894812056926,0.3392577304779658,0.1302295903171561,0.6644367573268926
348,3.827586207,Rajbari,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1332,24,17.0,70,90,60.0,0.466512607496879,0.40788541795720784,0.2441449981923793,0.09365919638252934,0.583792751193523
240,5.658333333,Rajshahi,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1358,24,17.0,70,90,65.0,0.4638470315151211,0.4071692914434033,0.39139088167786,0.05933847748736895,0.5638042771009885
606,3.679867987,Rangamati,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,2230,24,17.0,70,90,,0.7572250026165042,0.62526693626308,0.2740115169357396,0.17735014217280648,0.7267932608407919
725,3.020689655,Rangpur,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,2190,24,17.0,70,90,59.0,0.5551464143048584,0.3888503140062067,0.2902257990630829,0.12094499599817264,0.6744499663546515
39,4.512820513,Satkhira,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,176,24,17.0,70,90,59.0,0.4949600162131376,0.43217661859880857,0.2721199083647258,0.07939501883467998,0.5293331106485334
1181,4.552921253,Shariatpur,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,5377,24,17.0,70,90,55.0,0.4604456937918399,0.3940043291473382,0.0925735314905069,0.1350196965714449,0.5050903206312234
1042,6.452015355,Sherpur,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,6723,24,17.0,70,90,,0.6041241456870005,0.4204495665429284,0.2678615620118689,0.15797018806292643,0.662903433290502
825,4.535757576,Sirajganj,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,3742,24,17.0,70,90,,0.3832723887128045,0.3688702923907373,0.2438028677727265,0.07618415573212942,0.4306876986901167
703,6.230440967,Sunamganj,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,4380,24,17.0,70,90,54.0,0.1793284797174766,0.4209381371061953,0.2385902396757943,0.18145104437872384,0.0714833095098531
303,2.722772277,Sylhet,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,825,24,17.0,70,90,54.0,0.5401497904776739,0.4361771681641684,0.2401914716423759,0.1071541706460672,0.4585160647406363
1623,4.189772027,Tangail,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,6800,24,17.0,70,90,60.0,0.5500375193507461,0.3917693671720762,0.2191926340496671,0.13932248497746005,0.5962526033050995
399,3.676691729,Thakurgaon,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1467,24,17.0,70,90,,0.4435090691546509,0.457864104232248,0.373304905125753,0.08848559193422903,0.6913470028229801
51,2.843137255,Bagerhat,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,145,40,25.0,50,80,57.0,0.533074061065529,0.4278334627608135,0.41394536467925047,0.16047770716827542,0.4889194902967873
756,0.9417989418,Bandarban,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,712,40,25.0,50,80,55.0,0.6821383327059017,0.4776802185450748,0.47469440288629866,0.18690267539506739,0.763617739914739
214,0.6355140187,Barguna,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,136,40,25.0,50,80,57.0,0.291063589685606,0.3114118478202062,0.31155742534097763,0.02572376228526784,0.3499506810824001
281,0.8790035587,Barishal,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,247,40,25.0,50,80,,0.2533858903228801,0.3712496033176619,0.3263550249730823,0.07558072905903121,0.291607379510426
21,8.761904762,Bhola,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,184,40,25.0,50,80,56.0,0.243217327760463,0.2628488948494496,0.24088594273645064,0.04483648321308061,0.2168086916309753
94,3.627659574,Bogura,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,341,40,25.0,50,80,,0.3907901958771589,0.4502850820864688,0.39195728202959856,0.09260146394051035,0.3124280312616473
629,0.1685214626,Brahmanbaria,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,106,40,25.0,50,80,54.0,0.3909190194818471,0.5393713240351568,0.42669462431313476,0.15617029756876463,0.2811509765621612
43,2.627906977,Chandpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,113,40,25.0,50,80,,0.3913421262911484,0.3842086180373251,0.3510110783411129,0.10943938313194068,0.303030026749074
13,1.769230769,Chapai Nawabganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,23,40,25.0,50,80,,0.4431037695451635,0.4353891809711724,0.3950358174564111,0.11719470816461311,0.3537489371617141
26,4.5,Chattogram,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,117,40,25.0,50,80,,0.5031925773161925,0.4104518278809792,0.4039632778281825,0.10372363679205292,0.5249827607431998
7,8,Chuadanga,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,56,40,25.0,50,80,,0.5937943182711736,0.5375293719334024,0.5104552469841749,0.11078388737718041,0.5031852308806458
21,2.904761905,CoxsBazar,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,61,40,25.0,50,80,55.0,0.4613461644922925,0.41255151434835624,0.391754141310213,0.08781492457093312,0.4603922198041147
312,0.4455128205,Cumilla,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,139,40,25.0,50,80,,0.4346417753677448,0.43549782798141,0.392953998409045,0.15255112781372482,0.3645708248943419
19,9.894736842,Dhaka,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,188,40,25.0,50,80,,0.344767292591086,0.31966499329081344,0.3145180869674127,0.09790747177181755,0.3532928976505518
18,2.944444444,Dinajpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,53,40,25.0,50,80,,0.4042335990913202,0.48169108106705266,0.43981746504129005,0.09168630101424234,0.3363010381782366
156,1.448717949,Faridpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,226,40,25.0,50,80,,0.4746373619141085,0.33493569694063985,0.41145080795345795,0.16853145488952367,0.4044204909178377
70,0.3,Feni,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,21,40,25.0,50,80,,0.4589202557758623,0.4089169233706212,0.3718688169446752,0.13386808428558297,0.4263300065971123
23,1.173913043,Gaibandha,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,27,40,25.0,50,80,57.0,0.3434167606212545,0.380662399855046,0.3489230842327421,0.1102372060788566,0.2446402294304136
52,2.596153846,Gazipur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,135,40,25.0,50,80,,0.3482783737758274,0.4062618659512596,0.3562708820997545,0.10885089581038908,0.4065387135241315
35,4.028571429,Gopalganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,141,40,25.0,50,80,56.0,0.4545933382146112,0.4993561523954592,0.4629200367032728,0.11924612136768646,0.3854395052976016
23,0.6956521739,Habiganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,16,40,25.0,50,80,,0.4730658538368976,0.5054355524591956,0.42562324007606395,0.15948798052212348,0.2661294631608376
65,1.938461538,Jamalpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,126,40,25.0,50,80,,0.3849267622873427,0.3740578779844945,0.33967296184820484,0.14685007234965922,0.3204199651621038
69,5.014492754,Jashore,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,346,40,25.0,50,80,,0.4688805230475235,0.5580905404218051,0.49590924964568484,0.0869457228291663,0.4475073883018984
56,0.9821428571,Jhallokati,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,55,40,25.0,50,80,,0.4152984185672557,0.45120352157353144,0.4411076613755576,0.057158256166065215,0.3980482373190764
25,7.48,Jhenaidah,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,187,40,25.0,50,80,,0.5172636126901161,0.5502829648381724,0.506651709995907,0.08163912169760368,0.4451787298559849
17,4.823529412,Joypurhat,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,82,40,25.0,50,80,64.0,0.4013493246727935,0.5176417955124151,0.4577592029967578,0.07355483423589668,0.4359280719977643
115,2.27826087,Khagrachari,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,262,40,25.0,50,80,54.0,0.6273542204861793,0.44661939276924423,0.47125321637621176,0.15202685428824972,0.7127123618717103
131,2.022900763,Khulna,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,265,40,25.0,50,80,59.0,0.4395870026247023,0.376340550560046,0.3599310959701567,0.12793662684792215,0.4342237814545653
46,2.782608696,Kishoreganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,128,40,25.0,50,80,,0.4131448806084709,0.5028384474734935,0.3880160774211587,0.2069486563197208,0.3112699019521303
17,1.764705882,Kurigram,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,30,40,25.0,50,80,,0.294759011881437,0.3336651156971563,0.303045764092099,0.09900136953461822,0.2659209949590453
51,3.019607843,Kushtia,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,154,40,25.0,50,80,,0.5144873456235682,0.43646956191598824,0.42031944254849357,0.10667749968358087,0.4366112739616819
42,1.880952381,Lakshmipur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,79,40,25.0,50,80,56.0,0.329965698770968,0.3830650053075497,0.3291737256481625,0.07967228834758089,0.2635214620314005
9,3.666666667,Lalmonirhat,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,33,40,25.0,50,80,,0.4948821771436415,0.48753596719343795,0.45096696991324314,0.10234532817665318,0.3699886074056321
36,8.555555556,Madaripur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,308,40,25.0,50,80,56.0,0.434792084871636,0.3292899279087698,0.3733304073764404,0.15878107269967595,0.3922893847189875
18,4.888888889,Magura,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,88,40,25.0,50,80,61.0,0.4803835186927634,0.46611657947290897,0.47696145193436296,0.09450485803277976,0.424542540711464
17,3.411764706,Manikganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,58,40,25.0,50,80,,0.1994612868881428,0.33590635489755755,0.2992868886141058,0.10405573767180715,0.4309266104806672
25,1.28,Meherpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,32,40,25.0,50,80,65.0,0.6363343859653814,0.4974800198847735,0.517670193287267,0.10294863861069055,0.5422238526759723
40,3,Moulvibazar,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,120,40,25.0,50,80,,0.4889183454377723,0.4424355813652967,0.4002700241372164,0.12888536097484043,0.3743598588192403
10,5,Munshiganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,50,40,25.0,50,80,,0.521983445304389,0.3110355800281319,0.38116115206321755,0.18123027570475417,0.3390365963664746
216,1.546296296,Mymensingh,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,334,40,25.0,50,80,,0.2832779421973829,0.42397269741357857,0.32873395900184454,0.16645387156274524,0.2733859403767918
26,6.538461538,Naogaon,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,170,40,25.0,50,80,,0.3741281428245409,0.47774365924495954,0.3868577329512306,0.1691109846621272,0.3087416614898178
107,0.8785046729,Narail,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,94,40,25.0,50,80,58.0,0.4757956922331443,0.45781944004041636,0.4413232046319283,0.10591620255880069,0.3958955094418674
10,10.8,Narayanganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,108,40,25.0,50,80,,0.3254064295331264,0.3444786288973941,0.32777271066411673,0.07706206655822902,0.3324589299993573
22,8.363636364,Narsingdi,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,184,40,25.0,50,80,,0.387696320210425,0.47100681377990244,0.4043114668342366,0.11752743002865783,0.3849029249505548
47,4.340425532,Natore,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,204,40,25.0,50,80,,0.5612003405949629,0.5047846049719983,0.4637747219961939,0.1524083970532027,0.380859152838484
31,3.483870968,Netrokona,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,108,40,25.0,50,80,,0.3702446184726372,0.4281462710157188,0.33704032224193536,0.2253745587629354,0.2328478871514515
5,6.2,Nilphamari,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,31,40,25.0,50,80,,0.446760339331025,0.47605212521984996,0.4473502259441029,0.11202837656345328,0.3232946510636419
24,2.5,Noakhali,Kharif 1,32.5,65.0,#REF!,February,March to April,February to May,60,40,25.0,50,80,55.0,0.4522745592492853,0.4169682912797537,0.3630134507002432,0.1438003968609673,0.3654843450318284
306,1.104575163,Pabna,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,338,40,25.0,50,80,,0.4649989728650389,0.40216807011248845,0.3936898433183001,0.10521682313791662,0.4332378957112088
10,2.9,Panchagar,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,29,40,25.0,50,80,,0.4220167525726432,0.3488928056989298,0.4167825317929229,0.1516291667284029,0.2851494820813574
346,0.4682080925,Patuakhali,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,162,40,25.0,50,80,,0.2752790517888959,0.28185181175405905,0.2936737659190379,0.046511997904795085,0.3066881597522483
76,2.328947368,Pirojpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,177,40,25.0,50,80,57.0,0.3932548344744789,0.4331969211543728,0.4157722806922257,0.07940505611891813,0.4071895891081893
23,7.391304348,Rajbari,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,170,40,25.0,50,80,60.0,0.445050413155566,0.36241845556408,0.39771316186050526,0.10527762090080842,0.3898099099766552
71,2.211267606,Rajshahi,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,157,40,25.0,50,80,65.0,0.4500902862447303,0.43424945220126526,0.3833480484010814,0.11792310857557706,0.376434231778691
523,0.7533460803,Rangamati,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,394,40,25.0,50,80,,0.6310743550546144,0.385264777195591,0.4058868320298302,0.1916156865284187,0.6993863215167584
19,6.263157895,Rangpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,119,40,25.0,50,80,59.0,0.4282935836855661,0.40872225002225654,0.41147169446680526,0.09748354213695225,0.2976599417574164
580,0.4706896552,Satkhira,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,273,40,25.0,50,80,59.0,0.416821054986026,0.3778276574338402,0.3492536567386865,0.12124422690127495,0.4167558288001258
31,4.064516129,Shariatpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,126,40,25.0,50,80,55.0,0.391216738930908,0.2718762498233473,0.31885929410645536,0.15749738178690564,0.3540776787779843
57,5.631578947,Sherpur,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,321,40,25.0,50,80,,0.355035413839545,0.4487996261148688,0.3701153460727704,0.1810460861272992,0.2796499492964726
8,19.375,Sirajganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,155,40,25.0,50,80,,0.3198299670185812,0.35876955088044,0.29801897545590206,0.13519126055826516,0.3297344337720062
11,1,Sunamganj,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,11,40,25.0,50,80,54.0,0.5312190703372729,0.43029307331041156,0.3496073272605241,0.281152779886587,0.2960996814095912
17,1.470588235,Sylhet,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,25,40,25.0,50,80,54.0,0.4606201196420315,0.36677937247595965,0.3040256847948431,0.21911054459534618,0.3607174177912129
29,5.034482759,Tangail,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,146,40,25.0,50,80,60.0,0.2360260118339428,0.3673901706057424,0.29171484707728745,0.15014543779845096,0.3748701758536493
5,8.4,Thakurgaon,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,42,40,25.0,50,80,,0.532704520344867,0.4599030426161464,0.483359823811383,0.07861239404168513,0.433583087795228
0,#DIV/0!,Bagerhat,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,57.0,0.5549719290375441,0.5243834733222952,0.4629136621957188,0.1100116478308852,0.4868351131875976
6641,0.4857702153,Bandarban,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,3226,20,15.0,50,85,55.0,0.7430366041768727,0.744352203881547,0.5458329232653505,0.14304254324966362,0.3862715233777672
0,#DIV/0!,Barguna,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,57.0,0.5890323017558614,0.44434862256962204,0.30462909510867275,0.15230155193712117,0.3310758402525957
0,#DIV/0!,Barishal,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.5411183729753246,0.36214359853163525,0.33196169898606803,0.11510079301947224,0.3272113771710582
0,#DIV/0!,Bhola,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,56.0,0.4215271980368956,0.2879101361834229,0.25630503915312075,0.09019156532880034,0.2334659055742139
0,#DIV/0!,Bogura,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.6043189721273731,0.37608475650527673,0.43045345335003216,0.10702124046307472,0.2859644007903595
0,#DIV/0!,Brahmanbaria,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,54.0,0.4183456917031,0.3725155419594808,0.48988722251738687,0.10812197459441848,0.2430711904191838
0,#DIV/0!,Chandpur,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.5270362529660546,0.40304406971487505,0.3865864541219328,0.09796058581674542,0.2851182395817753
0,#DIV/0!,Chapai Nawabganj,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.5494797758461835,0.42499345584228587,0.4379607104958361,0.08853729197097461,0.2346338663805179
21,0.2857142857,Chattogram,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,6,20,15.0,50,85,,0.6563726676016034,0.5547620601296177,0.4413654110260503,0.10750040936404333,0.4368271330834088
2485,0.985915493,Chuadanga,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,2450,20,15.0,50,85,,0.6058950868858013,0.530795223861912,0.5562843540459929,0.06822161350001604,0.1390385944438268
385,1.096103896,CoxsBazar,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,422,20,15.0,50,85,55.0,0.5920513052550939,0.4799159794447154,0.42881639772966834,0.06931836672637309,0.2866525849958106
0,#DIV/0!,Cumilla,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.6260474113432829,0.47288326219807086,0.43521247711018823,0.1371442986277815,0.3487596083130284
0,#DIV/0!,Dhaka,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.42014379344061,0.3836949782943288,0.3280324263909043,0.08508889886739143,0.3278518747499494
9,0.4444444444,Dinajpur,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,4,20,15.0,50,85,,0.6968213826970469,0.3911597113971651,0.4558719204084752,0.1458592526127134,0.3510443820127166
95,0.8105263158,Faridpur,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,77,20,15.0,50,85,,0.5571700752994787,0.44518592128585815,0.3815029185984627,0.13917883553703742,0.3607017999141199
0,#DIV/0!,Feni,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.6864048324722554,0.48758637237988467,0.42558470083903494,0.13457311384527107,0.3828643827818602
82,0.7317073171,Gaibandha,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,60,20,15.0,50,85,57.0,0.5191748931888249,0.3279281627858769,0.3682471867771155,0.12556206186323002,0.3094345807109266
0,#DIV/0!,Gazipur,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.5223462850901985,0.4732693412258707,0.3869340352261155,0.11515122917711507,0.3255431189635358
0,#DIV/0!,Gopalganj,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,56.0,0.6266318567705287,0.4860170443297757,0.4844352143351765,0.12132253367968518,0.4792702295360826
0,#DIV/0!,Habiganj,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.45889587481196,0.380709338803105,0.49464565291842955,0.11663684385299297,0.2399103651205681
33,0.4848484848,Jamalpur,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,16,20,15.0,50,85,,0.5680638462794619,0.4118705610377037,0.3776808394187772,0.12504480572978646,0.1827577072035731
0,#DIV/0!,Jashore,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.7028498240366357,0.4773143652186135,0.5283538679637112,0.10135421241836014,0.3838945484874524
0,#DIV/0!,Jhallokati,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.6984104731100329,0.5298162543299618,0.4392351539047728,0.14497461352264937,0.4988607970006209
4002,0.8263368316,Jhenaidah,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,3307,20,15.0,50,85,,0.7437649112435227,0.4819779212865072,0.5392765141221537,0.11936234993167984,0.3220885598782582
0,#DIV/0!,Joypurhat,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,64.0,0.6950315134846194,0.4072936757341328,0.47887763856587456,0.12437850475115055,0.3194107068979877
2046,0.9662756598,Khagrachari,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,1977,20,15.0,50,85,54.0,0.7650947268938538,0.7179180016132212,0.506864335341556,0.16459511644422764,0.3382196284333821
0,#DIV/0!,Khulna,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,59.0,0.5520675878443635,0.4683267466424762,0.3974227012482648,0.10717354579240082,0.4016941680534377
0,#DIV/0!,Kishoreganj,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,,0.1918684324560693,0.3386475703447491,0.4729405918518193,0.13943780131608766,0.0508200478358936
393,0.6132315522,Kurigram,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,241,20,15.0,50,85,,0.4923091315654682,0.3272284530216492,0.3206964144252499,0.10741613154634982,0.339929306221639
32376,1.067920682,Kushtia,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,34575,20,15.0,50,85,,0.6262090914547398,0.44984907288415454,0.4624754898185149,0.09786242027502172,0.2595401427302436
0,#DIV/0!,Lakshmipur,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,0,20,15.0,50,85,56.0,0.5253667671733465,0.39009665631874296,0.3653652364620225,0.10042555304230874,0.2352361031462211
