Area,AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Production,Min Relative Humidity,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Std,NDVI_Season_CV,Avg_Salinity_Index,pH,Clay,Sand,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Temp_Range,Drought_Index,Satellite_Info_1,Satellite_Info_2,Soil_Nutrient_Index,Heavy_Rain_Event
23305,2.450761639,Cumilla,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,57115,50,298.64003815275424,-2495.063191039908,0.0946919711424727,0.2048102972616512,676.0413020644066,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2395,0.0507,Moderate,0.0,1.0931666666666666,3.32,0.02,3.84,Low Risk,0,2.4507616391332334,13.0,0.54,0.5881777276943602,-1.1888939263112486,-0.4337854993555278,0
23472,4.03889741,Kushtia,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,94801,50,298.3385683413979,-2493.8289999681488,0.0808028815832594,0.180367807900797,804.9334970964088,5.96,35.95,25.15,1.28,9.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1952,0.0595,Moderate,0.0,1.4246666666666667,5.1,0.04,4.76,Low Risk,0,4.038897409679619,13.0,0.54,0.1951905150360007,-1.3925713930169707,0.022190984457489,0
23722,0.4255121828,Bhola,Rabi,22.5,Chili,Oct,Nov to March,March to April,10094,50,298.1301525442525,-2490.807414421786,0.035436529616362,0.1385339371719007,793.2705144665238,5.57,30.53,27.14,1.27,12.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2613,0.0503,Optimal,0.0,2.49725,5.94,0.12,12.64,Low Risk,0,0.4255121827839137,15.0,0.6,-2.3485873031646287,-1.2912214801162505,2.2053602775339534,1
23990,1.199041267,Rangamati,Kharif 2,26.0,Aman,June,July to  Oct,Nov to Dec,28765,60,300.26469572113524,-7492.932921006993,0.1967204669732298,0.343900359281891,525.108560397284,5.7,32.36,27.91,1.25,11.45,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3483,0.0216,Optimal,0.0,2.3628455284552845,10.625,0.03,51.72,Low Risk,1,1.1990412671946644,28.0,0.6666666666666666,5.211759971552011,0.0397548535603732,0.8144137837971759,1
24015,1.151405372,Natore,Kharif 1,26.0,Aus,March,April to July,Aug,27651,60,302.7415704302814,17.52162262926147,0.0793888524848094,0.2413669326638752,960.0138522252588,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2368,0.0317,Moderate,42.5,2.339508196721312,6.74,0.09,15.87,High Risk,0,1.1514053716427233,28.0,0.6666666666666666,-1.3605748706341705,-0.5732960155004557,-1.025362468666997,1
24551,0.4846238442,Jashore,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,11898,85,301.9456477140748,-7492.941727777685,0.1728723816297973,0.3471654720160261,689.433310655547,6.15,29.39,19.9,1.33,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3294,0.088,Optimal,0.0,2.0617073170731706,7.47,0.15,38.97,Low Risk,0,0.484623844242597,10.0,0.2352941176470588,2.6136855090036253,0.2563852740549286,-0.3200040351571537,1
24559,2.829268293,Pabna,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,69484,65,301.587045934829,-7492.918581822548,0.1582751120757719,0.3945947486516322,795.6505658138942,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2726,0.0344,Optimal,0.0,2.2982113821138213,8.54,0.08,35.29,Low Risk,0,2.8292682926829267,10.0,0.4615384615384615,0.5351007078635094,0.0452744837508805,-0.7163506146840665,1
24786,0.3568950214,Chapai Nawabganj,Kharif 2,22.5,Rape & Mustard,Oct,Nov to Feb,Feb to April,8846,65,301.79741666162204,-7492.923501984807,0.1427347975779748,0.3370103491647832,745.512818127511,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2044,0.0435,Moderate,17.0,2.312439024390244,8.68,0.04,23.44,High Risk,0,0.3568950213830388,15.0,0.4615384615384615,0.855698242098597,0.2979731855813141,-1.2373109601588426,1
25378,4.970013397,Satkhira,Kharif 1,30.0,Jute,March,April to Aug,Sep,126129,70,302.00868909998616,13.13604305182231,0.0671764008354454,0.3111830668002696,1000.8284793588816,5.93,32.6,23.58,1.27,9.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3617,0.0458,Optimal,42.5,2.1515573770491803,5.36,0.14,14.99,High Risk,0,4.970013397430845,20.0,0.5714285714285714,-2.744965177932216,-0.1479452356263808,0.2221119957265343,1
25420,0.758025177,Jashore,Kharif 2,22.5,Rape & Mustard,Oct,Nov to Feb,Feb to April,19269,65,301.9456477140748,-7492.941727777685,0.1728723816297973,0.3471654720160261,689.433310655547,6.15,29.39,19.9,1.33,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3183,0.0943,Optimal,0.0,2.0617073170731706,7.47,0.15,38.97,Low Risk,0,0.7580251770259638,15.0,0.4615384615384615,2.6136855090036253,0.2563852740549286,-0.3200040351571537,1
25459,0.3654110531,Bhola,Kharif 2,30.0,Mug,Feb,March to May,May,9303,60,300.2455939056647,-7493.040391268998,0.17467329774529,0.608972695675785,869.4370050584953,5.57,30.53,27.14,1.27,12.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2031,0.0552,Moderate,0.0,3.5834959349593496,10.3,0.13,79.92,Low Risk,0,0.3654110530657135,10.0,0.5833333333333334,-0.2386083264537422,1.5628370293604958,2.2053602775339534,1
25646,1.175777899,Bandarban,Kharif 2,26.0,Aman,June,July to  Oct,Nov to Dec,30154,60,300.7425392751893,-7492.911374378091,0.1874955775464185,0.3150610288910199,481.8611171127872,5.51,29.3,36.52,1.22,9.29,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3441,0.0221,Optimal,0.0,0.0721951219512195,0.51,0.0,52.01,Low Risk,0,1.175777899087577,28.0,0.6666666666666666,5.330836872015286,0.1463323684304434,0.3442682368110966,1
25932,1.043884004,Sirajganj,Kharif 1,26.0,Aus,March,April to July,Aug,27070,60,301.4346498654085,19.1867737579304,0.055318296172112,0.285235320591688,1122.7924980279338,5.87,30.62,29.44,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2598,0.0313,Optimal,42.5,2.3401639344262297,6.82,0.09,36.24,High Risk,0,1.043884004318988,28.0,0.6666666666666666,-3.608334211948392,-0.4237402514342654,-1.0264332601421282,1
26157,1.04304775,Chandpur,Kharif 1,26.0,Aus,March,April to July,Aug,27283,60,301.32763927140024,14.392754782154965,0.050602881579085,0.1912263057058054,984.9698542041727,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2655,0.021,Optimal,34.0,2.7896721311475408,6.68,0.12,31.7,High Risk,0,1.0430477501242497,28.0,0.6666666666666666,-1.4054846429954908,-0.630668615035754,3.234117660762148,1
26182,5.126957452,Kushtia,Rabi,20.0,Onion,Oct,Nov to March,March to April,134234,65,298.3385683413979,-2493.8289999681488,0.0808028815832594,0.180367807900797,804.9334970964088,5.96,35.95,25.15,1.28,9.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2142,0.0529,Moderate,0.0,1.4246666666666667,5.1,0.04,4.76,Low Risk,0,5.126957451684364,10.0,0.3846153846153846,0.1951905150360007,-1.3925713930169707,0.022190984457489,0
26402,0.4844329975,Dhaka,Kharif 2,22.5,Rape & Mustard,Oct,Nov to Feb,Feb to April,12790,65,302.1957963723053,-7492.928050089005,0.1337037029818151,0.3893907140005254,906.1117998042616,5.49,40.33,25.96,1.32,11.22,Acidic (Chua),Low,Clayey (Sét),0.2694,0.0468,Optimal,0.0,1.992032520325204,7.4,0.04,40.9,Low Risk,0,0.4844329975001893,15.0,0.4615384615384615,-0.6931501379503741,0.505756517815863,-1.920032618676342,1
26405,1.516265859,Jhallokati,Rabi,26.0,Boro,Nov,Dec to March,April,40037,60,298.53986449587376,-2496.3111265011707,0.0802922536157552,0.1694108725676658,650.8459620508035,5.93,31.9,16.34,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2419,0.062,Moderate,0.0,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,1.516265858738875,28.0,0.6666666666666666,1.15280578744202,-1.7202712506814508,0.2274645318400207,1
26691,0.4986324978,Pabna,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,13309,85,301.587045934829,-7492.918581822548,0.1582751120757719,0.3945947486516322,795.6505658138942,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2638,0.0433,Optimal,0.0,2.2982113821138213,8.54,0.08,35.29,Low Risk,0,0.4986324978457158,10.0,0.2352941176470588,0.5351007078635094,0.0452744837508805,-0.7163506146840665,1
26856,1.548555258,Khagrachari,Rabi,26.0,Boro,Nov,Dec to March,April,41588,60,298.4784148521379,-2495.4829434576345,0.0724689431779558,0.1097694715580992,505.3143142068211,5.58,32.68,28.85,1.27,10.36,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2647,0.045,Optimal,0.0,0.3234166666666667,1.04,0.0,4.54,Low Risk,0,1.5485552576705393,28.0,0.6666666666666666,4.973047210663188,-2.685416470049901,-1.7099426415489742,0
27313,0.8943726431,Feni,Kharif 1,26.0,Aus,March,April to July,Aug,24428,60,302.561120319793,16.78831163380378,0.1321343045015581,0.5751618267989319,1211.038877783889,5.67,35.16,25.97,1.29,12.59,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2667,0.0261,Optimal,10.0,2.403688524590164,6.22,0.12,41.41,Moderate Risk,0,0.8943726430637425,28.0,0.6666666666666666,-1.8940902403293909,1.3874714562322357,-0.2793896545918674,1
27399,1.560640899,Kushtia,Rabi,17.75,Wheat,Dec,Jan  to  March,April,42760,50,298.3385683413979,-2493.8289999681488,0.0808028815832594,0.180367807900797,804.9334970964088,5.96,35.95,25.15,1.28,9.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1952,0.0595,Moderate,0.0,1.4246666666666667,5.1,0.04,4.76,Low Risk,0,1.5606408993028942,4.5,0.4,0.1951905150360007,-1.3925713930169707,0.022190984457489,0
27465,0.3897687967,Barishal,Kharif 1,31.5,Mango,April,No Need to Do,April to June,10705,50,301.6005561214381,14.378429688984028,0.0610834471913354,0.2148024069942727,959.512963861418,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2778,0.0363,Optimal,16.0,3.0311475409836066,6.44,0.07,35.44,High Risk,0,0.3897687966502822,9.0,0.72,-1.722027696119141,-0.5601305263115808,1.7433693429784514,1
27683,4.108008525,Jamalpur,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,113722,50,298.0265733654185,-2494.871072586511,0.0869700617617703,0.2097059728978707,877.9375351013939,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1869,0.041,Moderate,0.0,1.225,4.57,0.07,4.3,Low Risk,0,4.108008525087599,13.0,0.54,-0.2433056015460147,-1.0942897527713509,0.4183817249211348,0
27851,1.01267459,Lalmonirhat,Kharif 1,26.0,Aus,March,April to July,Aug,28204,60,302.5260143644559,22.820917694684283,0.124540305193138,0.4664864881033327,847.766359646961,5.71,32.93,35.66,1.29,7.22,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2484,-0.0154,Moderate,17.0,2.044918032786885,6.81,0.04,57.18,High Risk,0,1.0126745897813365,28.0,0.6666666666666666,-2.4172665976083603,0.517147864720757,2.276385067585696,1
28171,1.044016897,Brahmanbaria,Kharif 1,26.0,Aus,March,April to July,Aug,29411,60,302.06439932592093,18.65035059330932,0.1707935775109385,0.7198449407385563,799.0592515618822,5.7,34.18,25.82,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2972,0.0216,Optimal,42.5,2.309754098360656,6.61,0.12,42.21,High Risk,0,1.044016896808775,28.0,0.6666666666666666,-2.75838926937129,1.6707800702385098,2.029774452771957,1
28300,4.413992933,Meherpur,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,124916,50,298.2055057151844,-2493.0144663616484,0.078665784749741,0.143264779131798,831.1397555576286,6.22,37.87,18.94,1.28,13.51,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2244,0.0682,Moderate,0.0,1.4605833333333331,4.88,0.07,4.25,Low Risk,0,4.413992932862191,13.0,0.54,2.35402083733199,-1.786809261743975,-0.8284322461055669,0
28308,4.139995761,Sirajganj,Kharif 1,30.0,Jute,March,April to Aug,Sep,117195,70,301.4346498654085,19.1867737579304,0.055318296172112,0.285235320591688,1122.7924980279338,5.87,30.62,29.44,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2703,0.0274,Optimal,42.5,2.3401639344262297,6.82,0.09,36.24,High Risk,0,4.139995760915642,20.0,0.5714285714285714,-3.608334211948392,-0.4237402514342654,-1.0264332601421282,1
28663,0.8469804277,Dinajpur,Kharif 1,26.0,Aus,March,April to July,Aug,24277,60,302.7649570840597,20.95896149202266,0.1590604012598265,0.6148376402472027,805.8388926455632,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2417,0.0166,Moderate,42.5,2.130573770491804,6.43,0.08,31.87,High Risk,0,0.8469804277291282,28.0,0.6666666666666666,-2.257033632448604,1.3297789186686506,-1.277515042615828,1
28839,0.5505392004,Dinajpur,Kharif 2,22.5,Rape & Mustard,Oct,Nov to Feb,Feb to April,15877,65,301.5642251475618,-7492.920845017315,0.2043221529514547,0.4507515401088504,713.9237103608938,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2155,0.033,Moderate,0.0,1.9403252032520324,7.11,0.05,31.79,Low Risk,0,0.550539200388363,15.0,0.4615384615384615,2.462508233743632,1.48728007014412,-1.277515042615828,1
28980,0.459489303,Brahmanbaria,Kharif 2,22.5,Rape & Mustard,Oct,Nov to Feb,Feb to April,13316,65,301.6201130505324,-7492.904442177155,0.1287094154075195,0.3763842747252789,757.6894362057642,5.7,34.18,25.82,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2666,0.044,Optimal,0.0,1.6234146341463416,5.66,0.08,40.61,Low Risk,0,0.4594893029675638,15.0,0.4615384615384615,-0.4978837547428719,-0.0651066251541718,2.029774452771957,1
29147,0.5656156723,Jhenaidah,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,16486,85,302.18858403031936,-7492.910794122145,0.1986776556458701,0.3953735324754241,683.9099685457547,6.21,30.96,16.69,1.26,12.62,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2668,0.0446,Optimal,0.0,2.1582926829268296,7.83,0.11,35.83,Low Risk,0,0.5656156722818815,10.0,0.2352941176470588,3.3629277471653976,0.7324241925185622,-0.3020893337143854,1
29425,0.4399660153,Jamalpur,Kharif 2,22.5,Rape & Mustard,Oct,Nov to Feb,Feb to April,12946,65,301.5607069722993,-7492.923506562298,0.2138921242818444,0.5974512637677739,754.8973015031213,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2122,0.0366,Moderate,0.0,1.954471544715448,6.82,0.07,39.33,Low Risk,0,0.4399660152931181,15.0,0.4615384615384615,0.4398321140918846,1.340439442582192,0.4183817249211348,1
29485,1.059725284,Rajbari,Rabi,17.75,Wheat,Dec,Jan  to  March,April,31246,50,298.9185633062771,-2492.700258565366,0.0717719028398324,0.1759609431474262,810.0591390529381,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2095,0.0596,Moderate,0.0,1.4094166666666663,4.93,0.06,5.26,Low Risk,0,1.0597252840427336,4.5,0.4,-1.0013705172492475,-1.4507545821692351,2.7198322593966857,0
30236,3.451316312,Sirajganj,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,104354,50,297.98044203465963,-2495.228429569034,0.0712085731226927,0.1930450204085908,939.45322666773,5.87,30.62,29.44,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1981,0.0578,Moderate,0.0,1.3789166666666666,4.37,0.01,4.46,Low Risk,0,3.451316311681439,13.0,0.54,-0.8312217408022509,-1.381539478662757,-1.0264332601421282,0
30323,0.80681331,Bandarban,Kharif 1,26.0,Aus,March,April to July,Aug,24465,60,303.21354727168864,15.42504534806945,0.1149608665731516,0.2832304532724113,871.774566824814,5.51,29.3,36.52,1.22,9.29,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2826,0.0286,Optimal,24.0,0.1083606557377049,0.93,0.0,42.6,High Risk,0,0.806813310028691,28.0,0.6666666666666666,2.7449392193365765,0.5579705391794104,0.3442682368110966,1
30842,0.9831074509,Shariatpur,Kharif 1,26.0,Aus,March,April to July,Aug,30321,60,302.057504748852,13.811227289531857,0.113563902516599,0.4563478053547303,1131.7438540035685,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.305,0.0386,Optimal,34.0,2.7896721311475408,6.68,0.12,31.7,High Risk,0,0.983107450878672,28.0,0.6666666666666666,-1.8578176078027449,0.8097485246561404,1.129783218714213,1
30860,0.5981853532,Natore,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,18460,85,301.77013958124627,-7492.925923980239,0.2252885638814855,0.5851160171311833,745.9808383481169,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2342,0.0429,Moderate,8.0,2.2247154471544714,8.45,0.03,27.46,Moderate Risk,0,0.5981853532080363,10.0,0.2352941176470588,0.761519243987479,1.8282412579108007,-1.025362468666997,1
31854,1.718936397,Meherpur,Rabi,17.75,Wheat,Dec,Jan  to  March,April,54755,50,298.2055057151844,-2493.0144663616484,0.078665784749741,0.143264779131798,831.1397555576286,6.22,37.87,18.94,1.28,13.51,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2244,0.0682,Moderate,0.0,1.4605833333333331,4.88,0.07,4.25,Low Risk,0,1.7189363973127394,4.5,0.4,2.35402083733199,-1.786809261743975,-0.8284322461055669,0
32310,1.71999381,Rajbari,Rabi,26.0,Boro,Nov,Dec to March,April,55573,60,298.9185633062771,-2492.700258565366,0.0717719028398324,0.1759609431474262,810.0591390529381,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2209,0.0568,Moderate,0.0,1.4094166666666663,4.93,0.06,5.26,Low Risk,0,1.7199938099659549,28.0,0.6666666666666666,-1.0013705172492475,-1.4507545821692351,2.7198322593966857,0
32376,1.067920682,Kushtia,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,34575,50,301.41568985374283,-7492.915254480282,0.1734859618259766,0.4087877137285219,776.4934705424396,5.96,35.95,25.15,1.28,9.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2142,0.0529,Moderate,0.0,2.2982113821138213,8.54,0.08,35.29,Low Risk,0,1.067920681986657,5.0,0.4,1.5196099228131217,0.5830166524434364,0.022190984457489,1
32570,0.3564630028,Magura,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,11610,85,301.92520229759305,-7492.926031211748,0.2178029388297933,0.4706404262676674,717.9134368905294,5.92,30.11,20.69,1.28,11.68,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2823,0.0455,Optimal,0.0,2.1582926829268296,7.83,0.11,35.83,Low Risk,0,0.3564630027632791,10.0,0.2352941176470588,2.601516436275201,1.5696658284101497,0.3874330771727772,1
32621,4.330002146,Gaibandha,Kharif 1,30.0,Jute,March,April to Aug,Sep,141249,70,301.0673616394812,23.11647368793851,0.131093868545845,0.6065398513510153,1182.3209464304657,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2949,0.0273,Optimal,37.0,2.281475409836065,6.66,0.04,45.39,High Risk,0,4.330002145856963,20.0,0.5714285714285714,-3.500949971964289,1.147390402158208,-1.0066614655970505,1
32898,0.701501611,Shariatpur,Kharif 2,26.0,Aman,June,July to  Oct,Nov to Dec,23078,60,300.9861972117543,-7492.912830896352,0.0955164852769831,0.2373991195963171,757.672096869811,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3699,0.0222,Optimal,0.0,2.389512195121952,7.82,0.03,47.08,Low Risk,0,0.7015016110401848,28.0,0.6666666666666666,0.2688636090721072,-0.9250150405635332,1.129783218714213,1
32955,3.212380519,Gaibandha,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,105864,50,297.9739641869469,-2494.8242973240563,0.1214564124251778,0.3613569067486802,1024.6324994238396,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2077,0.0502,Moderate,0.0,1.225,4.57,0.07,4.3,Low Risk,0,3.2123805188893946,13.0,0.54,-1.6329441624639518,-0.4184997128157194,-1.0066614655970505,0
33909,2.410009142,Barishal,Kharif 1,30.0,Jute,March,April to Aug,Sep,81721,70,301.6005561214381,14.378429688984028,0.0610834471913354,0.2148024069942727,959.512963861418,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3209,0.0384,Optimal,16.0,3.0311475409836066,6.44,0.07,35.44,High Risk,0,2.4100091421156624,20.0,0.5714285714285714,-1.722027696119141,-0.5601305263115808,1.7433693429784514,1
33909,0.948538736,Pirojpur,Kharif 1,26.0,Aus,March,April to July,Aug,32164,60,301.66703165194235,13.114942509391028,0.0620887177919317,0.1784026873152167,918.2655124550027,5.79,29.02,23.88,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2707,0.0356,Optimal,42.5,2.48188524590164,5.86,0.04,22.73,High Risk,0,0.9485387360287828,28.0,0.6666666666666666,-0.5689489877782272,-0.8082678765237662,3.4267975907503105,1
34902,0.8496074724,Gaibandha,Kharif 1,26.0,Aus,March,April to July,Aug,29653,60,301.0673616394812,23.11647368793851,0.131093868545845,0.6065398513510153,1182.3209464304657,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2859,0.0311,Optimal,37.0,2.281475409836065,6.66,0.04,45.39,High Risk,0,0.8496074723511546,28.0,0.6666666666666666,-3.500949971964289,1.147390402158208,-1.0066614655970505,1
35401,5.349990113,Rajshahi,Kharif 1,30.0,Jute,March,April to Aug,Sep,189395,70,303.52703994523426,14.988353919696678,0.0723563865296984,0.2390781292762124,981.1632526809556,6.11,36.24,17.79,1.29,11.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.248,0.032,Moderate,42.5,2.339508196721312,6.74,0.09,15.87,High Risk,0,5.349990113273637,20.0,0.5714285714285714,-1.65562637644032,-0.4025209911797337,-0.7103375852037501,1
35724,6.885343187,Rajshahi,Kharif 1,31.5,Mango,April,No Need to Do,April to June,245972,50,303.52703994523426,14.988353919696678,0.0723563865296984,0.2390781292762124,981.1632526809556,6.11,36.24,17.79,1.29,11.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2191,0.0362,Moderate,42.5,2.339508196721312,6.74,0.09,15.87,High Risk,0,6.88534318665323,9.0,0.72,-1.65562637644032,-0.4025209911797337,-0.7103375852037501,1
35993,4.209985275,Tangail,Kharif 1,30.0,Jute,March,April to Aug,Sep,151530,70,302.36742401824944,19.295412386972487,0.0386502831782179,0.2187616492563127,1027.7592711732273,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2905,0.0162,Optimal,42.5,2.3401639344262297,6.82,0.09,36.24,High Risk,0,4.209985274914566,20.0,0.5714285714285714,-3.104426161616341,-0.2411440961039578,0.4061984056350668,1
36170,6.893558197,Rajshahi,Rabi,20.0,Onion,Oct,Nov to March,March to April,249340,65,297.81099456725406,-2494.783993747933,0.0693367210425823,0.1702896620636238,853.6588586730844,6.11,36.24,17.79,1.29,11.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2372,0.047,Moderate,0.0,1.4068333333333334,5.11,0.13,4.06,Low Risk,0,6.893558197401161,10.0,0.3846153846153846,-0.4702583911248881,-1.499503735010404,-0.7103375852037501,0
36337,0.5226903707,Rajshahi,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,18993,85,301.83871645373125,-7492.9514892145235,0.1526839228943546,0.3894293860716425,755.9178007491287,6.11,36.24,17.79,1.29,11.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2463,0.0427,Moderate,8.0,2.2247154471544714,8.45,0.03,27.46,Moderate Risk,0,0.5226903706965352,10.0,0.2352941176470588,0.4415552676198778,0.5663459358200028,-0.7103375852037501,1
39569,3.337107331,Manikganj,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,132046,50,298.4037650376319,-2494.7351437229568,0.1103630862167605,0.3062327045841181,822.7170520904577,5.77,30.4,24.41,1.3,10.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1989,0.0549,Moderate,0.0,1.3493333333333333,4.2,0.07,4.7,Low Risk,0,3.337107331496879,13.0,0.54,-0.6763117335518518,-0.2047877664311476,-0.0831842507896098,0
39679,1.070692306,Jhallokati,Kharif 1,26.0,Aus,March,April to July,Aug,42484,60,301.55313213896227,13.569860619161386,0.0524303262558745,0.1352388145742432,808.2878616013272,5.93,31.9,16.34,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2611,0.0426,Optimal,42.5,2.48188524590164,5.86,0.04,22.73,High Risk,0,1.0706923057536732,28.0,0.6666666666666666,0.0135108396379971,-1.1677032220438246,0.2274645318400207,1
40682,4.559952805,Kishoreganj,Kharif 1,30.0,Jute,March,April to Aug,Sep,185508,70,300.3053971199306,21.137417434607904,0.173393593468994,1.349851514995432,905.4467354045564,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3131,0.0178,Optimal,42.5,2.217295081967213,6.17,0.05,53.7,High Risk,0,4.5599528046802025,20.0,0.5714285714285714,-4.201686982108733,2.0812573114320854,0.0672443699865665,1
40746,0.8303146321,Madaripur,Kharif 2,26.0,Aman,June,July to  Oct,Nov to Dec,33832,60,301.0636470176722,-7492.913336056465,0.1480005797634093,0.3403064625939611,747.762894569038,5.63,31.52,30.48,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3993,0.0402,Optimal,0.0,2.1439024390243904,7.37,0.03,44.67,Low Risk,0,0.8303146321111274,28.0,0.6666666666666666,1.2465698060334396,0.3694915034568404,1.5106726216616584,1
