AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Min Relative Humidity,Soil_Moisture_mm,pH,Clay,Sand,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Heat_Stress_Days,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Temp_Range,Satellite_Info_1,Satellite_Info_2,Soil_Nutrient_Index,Heavy_Rain_Event,LST_Adjusted
3.281481481,Sunamganj,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,75,-7492.922429056725,5.89,33.84,29.64,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.336,0.0185,Optimal,0.0,5.89,0.1,69.31,Low Risk,0,3.2814814814814817,17.0,-5.085266010179653,0.5684178204578517,-1.2076847204063133,1,-1.1369943456758733
1.469135802,Shariatpur,Kharif 1,25.0,Wood Apple,May,June to August,August to September,60,13.811227289531857,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3611,0.0153,Optimal,34.0,6.68,0.12,31.7,High Risk,0,1.469135802469136,10.0,-1.8578176078027449,0.8097485246561404,1.129783218714213,1,0.39042441432485475
6.646962233,Naogaon,Kharif 2,17.0,Cabbage,Sep,Oct to Jan,Feb,60,-7492.914971370762,6.47,38.6,22.11,1.32,12.26,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2574,0.0338,Optimal,4.0,7.97,0.07,27.99,Moderate Risk,0,6.64696223316913,14.0,2.0645484883258374,0.8022216042432737,-1.6238030944783033,1,0.18641493433716505
1.922003284,Faridpur,Kharif 2,21.0,Palong Shak,Aug,Sep to Jan,Feb,65,-7492.916122143231,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3754,0.0686,Optimal,0.0,8.05,0.09,40.81,Low Risk,0,1.9220032840722496,18.0,0.9268954254205284,0.2958705473358631,-1.2197422314320323,1,-0.4076689962141131
3.380327869,Rangamati,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,60,-2497.347849667983,5.7,32.36,27.91,1.25,11.45,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2768,0.0393,Optimal,0.0,4.45,0.08,4.84,Low Risk,0,3.380327868852459,15.0,4.542551199913983,-1.9796682762466904,0.8144137837971759,0,-0.5756718205806806
3.83046683,Feni,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,70,-2493.673117595814,5.67,35.16,25.97,1.29,12.59,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2272,0.053,Moderate,0.0,3.58,0.08,4.65,Low Risk,0,3.8304668304668303,7.0,0.138183028599017,-2.2765815630411703,-0.2793896545918674,0,0.9517486710487901
5.373977087,Barishal,Kharif 2,29.0,Sugarcane,Oct,Nov to Aug,Aug to Sep,45,-7492.914969743981,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3262,0.0399,Optimal,0.0,8.09,0.1,57.23,Low Risk,0,5.373977086743044,18.0,1.1365497553867432,0.7479803276541248,1.7433693429784514,1,-0.990450860425824
0.266122449,Thakurgaon,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,60,-2495.33052670239,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2307,0.0496,Moderate,0.0,3.9,0.06,4.19,Low Risk,0,0.2661224489795918,15.0,0.3512674380935472,-1.0218858295271924,-0.1896617295769261,0,-0.4421864589330653
3.000816327,Mymensingh,Kharif 2,25.0,Black Berry,June,July to August,June  to September,65,-7492.914102170085,5.73,31.27,29.94,1.31,10.89,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3725,-0.0052,Optimal,0.0,5.49,0.03,50.58,Low Risk,0,3.0008163265306123,10.0,1.8396177247652847,2.111989460835772,-1.1597349023648824,1,-0.017409719552631486
4.802117264,Cumilla,Kharif 1,25.0,Green Coconut,May,June to August,August to September,60,15.874724898184908,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3222,-0.0072,Optimal,31.0,6.32,0.11,37.2,High Risk,0,4.802117263843648,10.0,-1.264753414926583,0.9829569891950144,-0.4337854993555278,1,0.6789919517031535
1.022745735,Cumilla,Rabi,17.75,Wheat,Dec,Jan  to  March,April,50,-2495.063191039908,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2395,0.0507,Moderate,0.0,3.32,0.02,3.84,Low Risk,0,1.0227457351746547,4.5,0.5881777276943602,-1.1888939263112486,-0.4337854993555278,0,0.32257711519196164
2.776604387,Nilphamari,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,65,-7492.915606780793,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1983,-0.0002,Moderate,0.0,6.02,0.02,40.41,Low Risk,0,2.776604386677498,10.0,1.8741481114865808,0.3401724810309678,-1.079924326687568,1,-0.07967141641267972
18.47082658,Mymensingh,Kharif 1,25.0,Green Papaya,June,June to August,August to September,60,22.279740365974035,5.73,31.27,29.94,1.31,10.89,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3725,-0.0052,Optimal,15.0,6.08,0.13,73.12,Moderate Risk,0,18.470826580226905,10.0,-2.988256018435448,-0.2398332307959573,-1.1597349023648824,1,0.6714538023945238
2.015334948,Jamalpur,Kharif 1,16.0,Beans,June,July to Nov,Nov to April,60,23.175670840017982,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2549,0.0233,Optimal,37.0,6.66,0.04,45.39,High Risk,0,2.0153349475383373,12.0,-3.500030770892829,0.5655217360239255,0.4183817249211348,1,-0.5837468787623834
4.277419355,Jashore,Rabi,25.0,Danta,March,April to Aug,Sep,75,-2496.4530629351875,6.15,29.39,19.9,1.33,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3081,0.0671,Optimal,0.0,4.74,0.03,6.57,Low Risk,0,4.27741935483871,14.0,0.7917890353238619,-1.7653019100770773,-0.3200040351571537,0,-0.12913614641234972
3.161160355,Lalmonirhat,Rabi,20.0,Onion,Oct,Nov to March,March to April,65,-2495.398830403696,5.71,32.93,35.66,1.29,7.22,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1983,0.005,Moderate,0.0,6.09,0.04,4.45,Low Risk,0,3.16116035455278,10.0,0.3133726254208988,-0.9350759891323964,2.276385067585696,0,-0.8982515527455348
0.5858178888,Rajshahi,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.9514892145235,6.11,36.24,17.79,1.29,11.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2372,0.047,Moderate,8.0,8.45,0.03,27.46,Moderate Risk,0,0.5858178887993554,15.0,0.4415552676198778,0.5663459358200028,-0.7103375852037501,1,0.17163611920409494
0.4347826087,Patuakhali,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7493.005203445051,5.73,25.82,35.1,1.32,9.46,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4361,0.0262,Optimal,0.0,10.3,0.13,79.92,Low Risk,0,0.4347826086956521,15.0,1.3147071421233163,2.340168523703744,-0.648724779554988,1,-1.0791826661632058
3.283306581,Gaibandha,Kharif 1,27.0,Maize 1,March,April to May,June to July,60,23.11647368793851,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2719,0.0345,Optimal,37.0,6.66,0.04,45.39,High Risk,0,3.28330658105939,14.0,-3.500949971964289,1.147390402158208,-1.0066614655970505,1,-0.599718695045965
0.3704,Gopalganj,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,60,-2495.514138832561,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.7451,0.3294,Optimal,0.0,4.8,0.05,7.71,Low Risk,0,0.3704,15.0,1.3078582675309496,-1.163306631757788,1.778379570909555,0,0.07578172018367013
3.180588703,Mymensingh,Kharif 1,27.5,Jambura,April,No Need to Do,May to June,70,22.279740365974035,5.73,31.27,29.94,1.31,10.89,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2835,0.0047,Optimal,15.0,6.08,0.13,73.12,Moderate Risk,0,3.1805887032617344,5.0,-2.988256018435448,-0.2398332307959573,-1.1597349023648824,1,0.6714538023945238
4.392686804,Noakhali,Rabi,20.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,50,-2489.0539157413573,5.79,33.46,29.05,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2817,0.0261,Optimal,0.0,7.12,0.06,5.24,Low Risk,0,4.39268680445151,10.0,0.8091402095812312,-1.788152136023718,0.1670797779918249,0,0.3147517769797332
5.180379747,Chattogram,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,75,-7492.955839828368,6.31,37.8,22.9,1.3,10.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.285,0.0347,Optimal,0.0,10.625,0.03,51.72,Low Risk,1,5.180379746835443,17.0,3.437198383827581,1.0756782408724477,-1.535491933654452,1,0.10335642269916434
3.132701422,Chandpur,Kharif 1,20.5,Date Palm,April,No Need to Do,Feb to March,60,14.392754782154965,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2001,0.0653,Moderate,34.0,6.68,0.12,31.7,High Risk,0,3.132701421800948,29.0,-1.4054846429954908,-0.630668615035754,3.234117660762148,1,-0.33944106312691247
8.429360695,Jamalpur,Kharif 2,17.0,Cabbage,Sep,Oct to Jan,Feb,60,-7492.923506562298,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2462,0.0253,Moderate,0.0,6.82,0.07,39.33,Low Risk,0,8.429360694554065,14.0,0.4398321140918846,1.340439442582192,0.4183817249211348,1,-0.10637336222788463
2.909448819,Gaibandha,Rabi,22.5,Chili,Oct,Nov to March,March to April,50,-2494.8242973240563,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2277,0.0453,Moderate,0.0,4.57,0.07,4.3,Low Risk,0,2.909448818897638,15.0,-1.6329441624639518,-0.4184997128157194,-1.0066614655970505,0,-0.34349685061539503
3.340909091,Bogura,Kharif 1,16.0,Beans,June,July to Nov,Nov to April,60,21.623602122603792,6.18,35.2,21.52,1.3,10.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2553,0.0345,Optimal,42.5,6.82,0.06,31.2,High Risk,0,3.340909090909091,12.0,-2.153183467701252,0.7075917008512003,-0.6760207239667326,1,0.4412343557419831
2.773082942,Sherpur,Rabi,20.0,Onion,Oct,Nov to March,March to April,65,-2493.982259965472,5.74,31.38,27.07,1.29,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2235,0.0351,Moderate,0.0,4.57,0.07,4.3,Low Risk,0,2.7730829420970267,10.0,0.1342894431647006,-0.0151431491079536,0.7097304939819942,0,-0.5178912384726573
4.65576324,Bogura,Kharif 1,11.5,Mukhi Kachu,April,May to Sep,Sep to Feb,65,21.623602122603792,6.18,35.2,21.52,1.3,10.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2595,0.0287,Optimal,42.5,6.82,0.06,31.2,High Risk,0,4.655763239875389,7.0,-2.153183467701252,0.7075917008512003,-0.6760207239667326,1,0.4412343557419831
13.03810264,Kushtia,Kharif 1,25.0,Green Coconut,May,June to August,August to September,60,15.400897441712228,5.96,35.95,25.15,1.28,9.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2564,0.0249,Optimal,42.5,6.75,0.12,21.89,High Risk,0,13.03810264385692,10.0,-1.0669323888519702,-1.2987548680306191,0.022190984457489,1,1.5169631358297124
6.946428571,Manikganj,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7492.913171613218,5.77,30.4,24.41,1.3,10.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2336,0.0444,Moderate,0.0,8.25,0.04,40.15,Low Risk,0,6.946428571428571,6.0,-0.8452228526707006,-0.0361004499488505,-0.0831842507896098,1,-0.20376338501034752
5.22826087,Tangail,Rabi,20.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,50,-2493.9728714482767,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2843,0.0221,Optimal,0.0,4.37,0.01,4.46,Low Risk,0,5.228260869565218,10.0,-0.0995422594243092,-0.1318158083755978,0.4061984056350668,0,-0.08483779506815381
2.0874613,Moulvibazar,Kharif 2,30.0,Betelnut,July,Aug to Jan,Jan to March,70,-7492.91741978459,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3308,0.0397,Optimal,2.0,5.03,0.02,58.31,Moderate Risk,0,2.087461300309597,10.0,2.584960789250076,1.021075224026161,-0.330268778472907,1,-0.41759452897122173
4.287925697,Mymensingh,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,60,-2495.0790468328323,5.73,31.27,29.94,1.31,10.89,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2145,0.0419,Moderate,0.0,4.02,0.01,4.17,Low Risk,0,4.287925696594427,15.0,-0.6690092111460856,-0.2956508741252733,-1.1597349023648824,0,-0.1520471615264114
2.174787316,Cumilla,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,70,-2495.063191039908,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3077,0.0226,Optimal,0.0,3.32,0.02,3.84,Low Risk,0,2.174787316318638,10.0,0.5881777276943602,-1.1888939263112486,-0.4337854993555278,0,0.32257711519196164
0.4057187017,Sunamganj,Kharif 2,22.5,Rape & Mustard,Oct,Nov to Feb,Feb to April,65,-7492.922429056725,5.89,33.84,29.64,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2882,0.0227,Optimal,0.0,5.89,0.1,69.31,Low Risk,0,0.4057187017001545,15.0,-5.085266010179653,0.5684178204578517,-1.2076847204063133,1,-1.1369943456758733
0.7430555556,Gaibandha,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,85,-7492.912896880456,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2335,0.048,Moderate,0.0,6.82,0.07,39.33,Low Risk,0,0.7430555555555556,10.0,0.0753633805611581,0.6657156369539468,-1.0066614655970505,1,-0.8491015799162938
1.868461538,Magura,Rabi,20.0,Boroi,January,No Need to Do,February to March,50,-2493.74141884078,5.92,30.11,20.69,1.28,11.68,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2719,0.0504,Optimal,0.0,4.93,0.06,5.26,Low Risk,0,1.8684615384615384,10.0,0.2407311189756198,-1.578044690241106,0.3874330771727772,0,0.7012261978745187
5.04950495,Jhenaidah,Kharif 2,16.0,Radish,Oct,Nov to Feb,March,75,-7492.910794122145,6.21,30.96,16.69,1.26,12.62,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2668,0.0446,Optimal,0.0,7.83,0.11,35.83,Low Risk,0,5.0495049504950495,12.0,3.3629277471653976,0.7324241925185622,-0.3020893337143854,1,0.5215036957922052
0.9025133283,Gaibandha,Rabi,27.5,Groundnut,Oct,Nov to March,March to April,80,-2494.8242973240563,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2277,0.0453,Moderate,0.0,4.57,0.07,4.3,Low Risk,0,0.9025133282559024,15.0,-1.6329441624639518,-0.4184997128157194,-1.0066614655970505,0,-0.34349685061539503
0.4218512898,Sunamganj,Kharif 1,29.0,Guava,April,No Need to Do,Throuout The Year,50,24.674549068253903,5.89,33.84,29.64,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.334,0.0115,Optimal,5.0,6.12,0.11,120.01,Moderate Risk,0,0.4218512898330804,12.0,-5.937863527961503,3.358597157831506,-1.2076847204063133,1,-1.4568905223244997
5.893858984,Sirajganj,Kharif 2,16.0,Radish,Oct,Nov to Feb,March,75,-7492.912799701484,5.87,30.62,29.44,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.235,0.049,Moderate,0.0,7.64,0.06,40.63,Low Risk,0,5.893858984078848,12.0,-1.651539139413804,0.82864533452138,-1.0264332601421282,1,-0.3875319713285421
0.4078847612,Faridpur,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.916122143231,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3457,0.0896,Optimal,0.0,8.05,0.09,40.81,Low Risk,0,0.4078847611827141,15.0,0.9268954254205284,0.2958705473358631,-1.2197422314320323,1,-0.4076689962141131
2.806060606,Jashore,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,65,-7492.941727777685,6.15,29.39,19.9,1.33,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3381,0.0804,Optimal,0.0,7.47,0.15,38.97,Low Risk,0,2.806060606060606,10.0,2.6136855090036253,0.2563852740549286,-0.3200040351571537,1,0.27856737954766686
0.6875945537,Rangamati,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,50,-7492.932921006993,5.7,32.36,27.91,1.25,11.45,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2714,0.0471,Optimal,0.0,10.625,0.03,51.72,Low Risk,1,0.6875945537065052,5.0,5.211759971552011,0.0397548535603732,0.8144137837971759,1,-1.4023846133919164
5.530966767,Jamalpur,Rabi,25.0,Banana,Jan,Jan to Jan,Jan,75,-2494.871072586511,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1769,0.0578,Moderate,0.0,4.57,0.07,4.3,Low Risk,0,5.530966767371601,20.0,-0.2433056015460147,-1.0942897527713509,0.4183817249211348,0,-0.29088767214375366
3.226586103,Kishoreganj,Rabi,20.0,Onion,Oct,Nov to March,March to April,65,-2495.6541020265936,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.254,0.0452,Optimal,0.0,4.29,0.01,4.09,Low Risk,0,3.226586102719033,10.0,0.3706085905499769,0.1206842730146301,0.0672443699865665,0,-0.4956706686600114
3.336589031,Dinajpur,Kharif 2,16.0,Radish,Oct,Nov to Feb,March,75,-7492.920845017315,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2239,0.0316,Moderate,0.0,7.11,0.05,31.79,Low Risk,0,3.336589030803907,12.0,2.462508233743632,1.48728007014412,-1.277515042615828,1,-0.1028551869653711
21.87471868,Pabna,Kharif 1,34.5,Jack Fruit,April,No Need to Do,April to June,70,16.930163482791954,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2644,0.0306,Optimal,42.5,6.75,0.12,21.89,High Risk,0,21.87471867966992,25.0,-1.41699828196409,-1.6070647612996571,-0.7163506146840665,1,0.8990987924210572
5.32260479,Khulna,Kharif 1,31.5,Mango,April,No Need to Do,April to June,50,14.202115698821585,5.81,32.95,24.57,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3608,0.0912,Optimal,42.5,6.63,0.04,16.5,High Risk,0,5.322604790419161,9.0,-2.680114909130036,-1.1581429638028404,-0.3468911027227658,1,0.4877163220682519
0.3440538519,Barguna,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,60,-2490.7481416587766,5.71,29.17,25.11,1.27,10.19,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3858,0.0457,Optimal,0.0,4.26,0.11,11.01,Low Risk,0,0.344053851907255,15.0,-1.2906267503192248,-1.187777929021896,1.3595206033884788,1,-1.9766554189543513
6.035847647,Faridpur,Kharif 1,31.5,Mango,April,No Need to Do,April to June,50,14.708405095015756,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3298,0.0713,Optimal,42.5,6.07,0.04,25.46,High Risk,0,6.035847647498133,9.0,-0.5334615040089054,1.1951752852804756,-1.2197422314320323,1,0.30776839257237043
5.252238806,Khagrachari,Kharif 1,11.5,Mukhi Kachu,April,May to Sep,Sep to Feb,65,17.051875892082368,5.58,32.68,28.85,1.27,10.36,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3206,0.0245,Optimal,22.0,0.99,0.01,42.59,High Risk,0,5.2522388059701495,7.0,2.202358237130936,1.0889741247588445,-1.7099426415489742,1,0.8606998211816972
1.625652498,Chattogram,Kharif 1,20.0,Lady’S Finger,April,May to June,June to Sep,75,16.762463456485545,6.31,37.8,22.9,1.3,10.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3128,0.0072,Optimal,4.0,6.45,0.12,43.63,Moderate Risk,0,1.6256524981357197,20.0,0.0636228112072111,-0.5963954831808296,-1.535491933654452,1,1.3438266934962826
10.50742942,Bhola,Kharif 1,25.0,Green Coconut,May,June to August,August to September,60,18.25341006993674,5.57,30.53,27.14,1.27,12.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3406,0.0146,Optimal,0.0,7.13,0.09,59.17,Low Risk,0,10.5074294205052,10.0,-3.20605850295511,-0.9890475479465896,2.2053602775339534,1,-0.5858355284979098
3.689680772,Patuakhali,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,70,-2491.066039863477,5.73,25.82,35.1,1.32,9.46,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3028,0.0616,Optimal,0.0,5.94,0.12,12.64,Low Risk,0,3.689680772086117,7.0,-2.280481239045404,-1.4689566161973442,-0.648724779554988,1,-1.8283321881229426
2.622222222,Lakshmipur,Kharif 1,20.5,Date Palm,April,No Need to Do,Feb to March,60,15.462304615897516,5.84,38.4,24.54,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.181,0.055,Moderate,34.0,6.68,0.12,31.7,High Risk,0,2.6222222222222222,29.0,-1.3243537533537837,0.4621284012076127,1.5300984434907778,1,0.045777627920358555
3.862962963,Chuadanga,Kharif 1,20.5,Date Palm,April,No Need to Do,Feb to March,60,12.141654731308794,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2256,0.0709,Moderate,42.5,6.9,0.06,13.16,High Risk,0,3.862962962962963,29.0,-0.2630075245106463,-0.9282143455531549,-0.638460036239235,1,2.6190216726292874
4.071058475,Barishal,Kharif 1,25.0,Amra,June,June to August,August to September,60,14.378429688984028,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3879,0.0189,Optimal,16.0,6.44,0.07,35.44,High Risk,0,4.071058475203553,10.0,-1.722027696119141,-0.5601305263115808,1.7433693429784514,1,-0.06652421308905332
3.406480118,Chandpur,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,70,-2496.7435477441672,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2435,0.0483,Moderate,0.0,4.92,0.03,6.57,Low Risk,0,3.406480117820324,7.0,0.4579656111191569,-1.068087200185985,3.234117660762148,0,-0.5543761174231463
1.818984547,Bhola,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,65,-7493.040391268998,5.57,30.53,27.14,1.27,12.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2987,0.0412,Optimal,0.0,10.3,0.13,79.92,Low Risk,0,1.8189845474613688,10.0,-0.2386083264537422,1.5628370293604958,2.2053602775339534,1,-1.4214864288624653
0.5607064018,Sherpur,Kharif 2,27.5,Mashkalai,Aug,Sep to Oct,Nov,45,-7492.9210082461395,5.74,31.38,27.07,1.29,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3188,0.0068,Optimal,0.0,6.82,0.07,39.33,Low Risk,0,0.5607064017660044,15.0,1.84244615598563,1.489109308079431,0.7097304939819942,1,0.03884288409983583
4.157972079,Narayanganj,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,75,-7492.915946584404,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3189,0.0261,Optimal,0.0,7.91,0.03,41.18,Low Risk,0,4.157972079353416,17.0,-0.6137014907861099,0.1438940059051399,-1.105551890387526,1,0.651754578956286
2.500733138,Rajshahi,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,70,-2494.783993747933,6.11,36.24,17.79,1.29,11.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2681,0.0283,Optimal,0.0,5.11,0.13,4.06,Low Risk,0,2.500733137829912,10.0,-0.4702583911248881,-1.499503735010404,-0.7103375852037501,0,-0.5064664703082258
4.973626374,Cumilla,Kharif 2,16.0,Radish,Oct,Nov to Feb,March,75,-7492.919316790945,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2827,0.0362,Optimal,0.0,5.92,0.03,41.2,Low Risk,0,4.973626373626374,12.0,1.7941829638023634,0.7874138216125778,-0.4337854993555278,1,0.0762808136669264
6.139824305,Moulvibazar,Kharif 1,34.5,Jack Fruit,April,No Need to Do,April to June,70,22.24478639367362,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3037,0.0196,Optimal,15.0,4.69,0.09,75.86,Moderate Risk,0,6.1398243045388,25.0,-1.3216296123645963,-0.5877818012514098,-0.330268778472907,1,0.7551799364527483
0.4342105263,Gazipur,Rabi,22.5,Chili,Oct,Nov to March,March to April,50,-2494.008325948728,5.75,32.53,28.89,1.3,12.05,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3002,0.0381,Optimal,0.0,3.9,0.06,4.19,Low Risk,0,0.4342105263157895,15.0,-0.1443829257952829,-1.5765576826672527,-0.9146346973064116,0,0.25327729842274493
2.239416058,Tangail,Rabi,20.0,Boroi,June,No Need to Do,February to March,50,-2493.9728714482767,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2563,0.0294,Optimal,0.0,4.37,0.01,4.46,Low Risk,0,2.2394160583941605,10.0,-0.0995422594243092,-0.1318158083755978,0.4061984056350668,0,-0.08483779506815381
3.510560816,Barishal,Kharif 1,25.0,Green Papaya,June,June to August,August to September,60,14.378429688984028,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3879,0.0189,Optimal,16.0,6.44,0.07,35.44,High Risk,0,3.510560815731974,10.0,-1.722027696119141,-0.5601305263115808,1.7433693429784514,1,-0.06652421308905332
