B,Cu,EC,Fe,Feature_ID,K,Mn,N,OC,P,S,Scan_Lat,Scan_Lon,Zn,pH,village
0.58,0.9,0.17,0.91,29_524_shc_2024-25.3959,382.0,2.18,132.0,0.23,12.0,19.2,16.34799999999987,75.24799999999938,0.21,7.4,SORAGAVI
0.4,0.88,0.12,0.51,29_524_shc_2024-25.374,382.0,2.03,201.0,0.35,17.0,6.5,16.34799999999987,75.2419999999994,0.28,7.3,SORAGAVI
0.46,2.71,0.16,0.69,29_524_shc_2024-25.3887,416.0,3.11,218.0,0.38,70.0,21.7,16.34799999999987,75.2419999999994,1.16,7.4,SORAGAVI
0.39,1.27,7.8,0.94,29_524_shc_2024-25.366,382.0,2.93,166.0,0.29,69.0,0.39,16.34799999999987,75.24399999999939,0.29,8.5,SORAGAVI
0.36,0.6,0.25,0.86,29_524_shc_2024-25.2237,405.0,2.28,83.0,0.14,11.0,35.0,16.34799999999987,75.24399999999939,0.62,8.1,SORAGAVI
0.31,1.04,0.29,1.5,29_524_shc_2024-25.2636,304.0,2.41,292.0,0.51,26.0,28.0,16.34799999999987,75.20599999999948,0.27,7.8,Malali
0.33,0.93,0.12,0.83,29_524_shc_2024-25.2272,416.0,2.0,138.0,0.24,21.0,17.0,16.34799999999987,75.24599999999938,0.39,8.0,SORAGAVI
0.41,0.6,0.28,1.19,29_524_shc_2024-25.3549,259.0,1.3,263.0,0.46,56.0,33.5,16.34799999999987,75.20599999999948,0.73,8.1,Malali
0.38,0.47,0.17,0.89,29_524_shc_2024-25.7267,270.0,2.1,292.0,0.51,41.0,11.0,16.34799999999987,75.6659999999984,0.4,8.2,Badagandi
0.49,0.61,0.18,1.73,29_524_shc_2024-25.7280,292.0,1.78,258.0,0.45,33.0,14.7,16.34799999999987,75.6659999999984,0.27,7.5,Badagandi
0.13,0.58,0.2,1.86,29_524_shc_2024-25.7309,270.0,1.86,275.0,0.48,18.0,12.5,16.34799999999987,75.6659999999984,0.36,8.2,Badagandi
0.38,0.47,0.17,0.89,29_524_shc_2024-25.7310,270.0,2.1,292.0,0.51,41.0,11.0,16.34799999999987,75.6659999999984,0.4,8.2,Badagandi
0.4,0.54,0.17,0.63,29_524_shc_2024-25.7311,427.0,1.97,412.0,0.72,25.0,7.0,16.34799999999987,75.6659999999984,0.38,8.1,Badagandi
0.59,0.67,0.19,0.26,29_524_shc_2024-25.7345,371.0,1.78,332.0,0.58,25.0,10.5,16.34799999999987,75.6659999999984,0.29,8.0,Badagandi
0.58,0.54,0.18,0.29,29_524_shc_2024-25.7346,360.0,0.97,304.0,0.53,36.0,22.5,16.34799999999987,75.6659999999984,0.42,7.9,Badagandi
0.43,0.5,0.32,0.85,29_524_shc_2024-25.2125,270.0,1.9,252.0,0.44,16.0,29.7,16.34999999999987,75.19999999999949,0.42,7.8,Malali
0.29,0.52,0.29,0.7,29_524_shc_2024-25.3114,304.0,1.4,224.0,0.39,14.0,32.7,16.34999999999987,75.19999999999949,0.74,8.2,Malali
0.5,0.86,0.8,1.22,29_524_shc_2024-25.2617,202.0,1.91,269.0,0.47,19.0,23.7,16.34999999999987,75.21399999999946,0.64,7.4,Malali
0.41,1.39,0.29,0.82,29_524_shc_2024-25.423,304.0,4.31,292.0,0.51,28.0,157.0,16.34999999999987,75.1939999999995,0.76,8.2,Malali
0.39,0.7,0.24,0.9,29_524_shc_2024-25.2601,270.0,0.95,235.0,0.41,14.0,39.5,16.34999999999987,75.20799999999947,0.33,8.3,Malali
0.36,0.7,0.2,0.76,29_524_shc_2024-25.16160,180.0,4.0,378.0,0.66,16.0,12.5,16.34999999999987,75.30399999999925,0.52,7.6,Mudhol(Rural)
0.91,0.69,0.12,1.46,29_524_shc_2024-25.7474,348.0,2.14,275.0,0.48,11.0,30.2,16.34999999999987,75.5839999999986,0.39,6.9,Nagaral
1.48,0.84,0.14,1.74,29_524_shc_2024-25.12847,270.0,1.68,257.0,0.45,6.0,29.0,16.34999999999987,75.5839999999986,0.7,7.2,Nagaral
1.67,0.73,0.13,1.57,29_524_shc_2024-25.12848,315.0,2.09,263.0,0.46,11.0,34.5,16.34999999999987,75.5839999999986,0.56,6.8,Nagaral
0.84,0.64,0.12,1.38,29_524_shc_2024-25.12849,292.0,2.18,252.0,0.44,12.0,33.5,16.34999999999987,75.5839999999986,0.46,6.5,Nagaral
0.78,0.61,0.12,1.37,29_524_shc_2024-25.12885,292.0,2.36,212.0,0.37,10.0,36.5,16.34999999999987,75.5839999999986,0.48,6.8,Nagaral
0.64,0.33,0.4,5.19,29_524_shc_2024-25.16259,355.0,4.4,359.0,0.63,15.0,12.6,16.34999999999987,75.68199999999837,0.49,7.95,Girisagar
0.63,0.38,0.28,4.88,29_524_shc_2024-25.16979,316.0,5.0,381.0,0.66,12.0,13.1,16.34999999999987,75.68199999999837,0.47,7.97,Girisagar
0.56,0.38,0.25,4.72,29_524_shc_2024-25.17779,331.0,5.0,338.0,0.59,18.0,12.8,16.34999999999987,75.68199999999837,0.47,7.92,Girisagar
0.62,0.4,0.27,5.0,29_524_shc_2024-25.17780,296.0,4.4,364.0,0.64,17.0,13.6,16.34999999999987,75.68199999999837,0.45,8.03,Girisagar
0.63,0.34,0.35,4.96,29_524_shc_2024-25.17781,383.0,4.8,381.0,0.67,11.0,12.9,16.34999999999987,75.68199999999837,0.48,8.0,Girisagar
0.63,0.39,0.26,4.97,29_524_shc_2024-25.17898,376.0,5.1,339.0,0.59,12.0,12.6,16.34999999999987,75.68199999999837,0.54,7.98,Girisagar
0.23,1.17,0.27,1.25,29_524_shc_2024-25.3527,405.0,2.59,263.0,0.46,43.0,45.2,16.35199999999987,75.21799999999945,0.51,8.3,Malali
0.1,0.8,0.26,0.84,29_524_shc_2024-25.3178,191.0,1.68,206.0,0.36,13.0,34.2,16.35199999999987,75.19199999999951,1.02,7.4,Malali
0.73,0.26,0.24,0.36,29_524_shc_2024-25.7469,360.0,7.73,275.0,0.48,21.0,16.2,16.35199999999987,75.30399999999925,0.47,8.2,Mudhol(Rural)
0.35,0.97,0.29,0.46,29_524_shc_2024-25.1453,304.0,0.46,435.0,0.76,42.0,4.25,16.35199999999987,75.59999999999856,0.58,7.5,Bilgi (Rural)
1.03,0.73,0.27,0.63,29_524_shc_2024-25.8696,348.0,5.16,602.0,1.05,40.0,3.5,16.35199999999987,75.59999999999856,0.37,6.9,Bilgi (Rural)
0.71,0.84,0.28,0.72,29_524_shc_2024-25.9206,258.0,4.16,515.0,0.9,25.0,2.5,16.35199999999987,75.59999999999856,0.46,7.3,Bilgi (Rural)
0.53,0.66,0.29,0.52,29_524_shc_2024-25.9422,315.0,4.76,470.0,0.82,27.0,3.75,16.35199999999987,75.59999999999856,0.26,7.7,Bilgi (Rural)
0.5,0.71,0.28,1.69,29_524_shc_2024-25.18161,270.0,1.86,355.0,0.62,40.0,70.7,16.35199999999987,75.60799999999854,0.59,7.6,Bilgi (Rural)
0.51,0.54,0.3,1.76,29_524_shc_2024-25.18393,281.0,1.93,384.0,0.67,26.0,62.2,16.35199999999987,75.60799999999854,0.72,7.5,Bilgi (Rural)
0.68,0.29,0.28,1.08,29_524_shc_2024-25.18556,360.0,1.46,355.0,0.62,18.0,35.5,16.35199999999987,75.60799999999854,0.86,7.6,Bilgi (Rural)
0.65,0.54,0.26,2.95,29_524_shc_2024-25.16738,375.0,0.98,333.0,0.58,29.0,9.0,16.35199999999987,75.60599999999855,0.39,7.9,Bilgi (Rural)
0.77,0.66,0.2,1.24,29_524_shc_2024-25.6975,146.0,2.42,281.0,0.49,28.0,93.2,16.353999999999868,75.08999999999975,0.21,7.6,Dhavaleshwar
0.18,0.42,0.27,0.9,29_524_shc_2024-25.2276,169.0,1.42,246.0,0.43,26.0,35.0,16.353999999999868,75.18999999999951,0.24,7.9,Malali
1.47,0.66,0.18,3.4,29_524_shc_2024-25.7373,258.0,3.86,194.0,0.34,24.0,24.7,16.353999999999868,75.30399999999925,0.6,7.2,Mudhol(Rural)
0.96,0.55,0.23,3.18,29_524_shc_2024-25.12626,213.0,2.87,137.0,0.24,24.0,24.5,16.353999999999868,75.30399999999925,0.37,7.2,Mudhol(Rural)
0.92,0.67,0.34,0.92,29_524_shc_2024-25.16854,236.0,5.26,464.0,0.81,12.0,27.5,16.353999999999868,75.31399999999923,0.76,7.8,Mudhol(Rural)
0.15,0.56,0.26,1.08,29_524_shc_2024-25.3530,450.0,1.48,241.0,0.42,17.0,57.5,16.353999999999868,75.20599999999948,0.29,7.9,Malali
0.25,0.73,0.3,1.11,29_524_shc_2024-25.3854,292.0,1.32,252.0,0.44,17.0,30.2,16.353999999999868,75.20599999999948,0.29,8.3,Malali
0.43,0.89,1.9,0.87,29_524_shc_2024-25.3964,990.0,2.17,161.0,0.28,10.0,48.5,16.353999999999868,75.24799999999938,0.32,7.8,SORAGAVI
0.75,0.68,0.33,0.39,29_524_shc_2024-25.9210,236.0,6.37,447.0,0.78,18.0,4.5,16.353999999999868,75.59799999999856,0.49,7.3,Bilgi (Rural)
0.49,0.48,1.1,1.87,29_524_shc_2024-25.18552,146.0,2.8,332.0,0.58,13.0,37.0,16.355999999999867,75.07799999999978,1.36,6.9,Sanganatti
0.54,0.75,0.22,0.54,29_524_shc_2024-25.7101,191.0,3.36,189.0,0.33,20.0,14.5,16.355999999999867,75.08999999999975,0.21,8.2,Dhavaleshwar
0.36,0.54,0.2,0.79,29_524_shc_2024-25.7140,180.0,2.86,321.0,0.56,29.0,13.5,16.355999999999867,75.08999999999975,0.23,8.1,Dhavaleshwar
0.52,0.43,0.2,0.63,29_524_shc_2024-25.7179,202.0,3.96,223.0,0.39,22.0,14.0,16.355999999999867,75.08999999999975,0.25,8.5,Dhavaleshwar
0.43,0.47,0.18,0.46,29_524_shc_2024-25.10323,101.0,5.1,475.0,0.83,21.0,10.5,16.355999999999867,75.28599999999929,0.28,7.5,Mudhol(Rural)
0.47,0.71,0.22,0.48,29_524_shc_2024-25.8716,146.0,2.89,241.0,0.42,6.0,21.0,16.355999999999867,75.29999999999926,0.38,8.3,Mudhol(Rural)
0.6,0.56,0.29,0.42,29_524_shc_2024-25.8762,135.0,3.39,229.0,0.4,17.0,21.5,16.355999999999867,75.29999999999926,0.46,8.1,Mudhol(Rural)
0.47,0.87,0.16,1.64,29_524_shc_2024-25.2159,405.0,2.06,292.0,0.51,24.0,43.7,16.357999999999866,75.2399999999994,0.3,7.8,SORAGAVI
0.19,0.91,0.17,1.65,29_524_shc_2024-25.3346,405.0,5.75,183.0,0.32,35.0,28.2,16.357999999999866,75.2399999999994,0.54,7.6,SORAGAVI
0.58,0.84,0.44,0.84,29_524_shc_2024-25.7411,202.0,3.16,355.0,0.62,15.0,30.5,16.357999999999866,75.29799999999926,0.49,7.6,Mudhol(Rural)
1.39,0.96,0.18,3.55,29_524_shc_2024-25.12797,180.0,3.86,298.0,0.52,11.0,38.7,16.357999999999866,75.65399999999843,0.26,6.8,Badagandi
1.26,0.64,0.24,3.19,29_524_shc_2024-25.12801,180.0,7.8,223.0,0.39,33.0,35.7,16.357999999999866,75.65399999999843,0.45,6.8,Badagandi
1.24,0.47,0.19,1.66,29_524_shc_2024-25.12802,146.0,3.76,212.0,0.37,10.0,42.7,16.357999999999866,75.65399999999843,0.29,6.9,Badagandi
1.08,0.78,0.2,2.18,29_524_shc_2024-25.12803,213.0,6.0,189.0,0.33,16.0,37.0,16.357999999999866,75.65399999999843,0.55,6.8,Badagandi
1.6,0.88,0.46,1.31,29_524_shc_2024-25.15615,270.0,2.39,275.0,0.48,16.0,35.2,16.357999999999866,75.63999999999847,0.88,7.9,Bilgi (Rural)
1.22,1.28,0.23,4.1,29_524_shc_2024-25.14698,292.5,9.26,567.52,0.99,1.183,39.25,16.357999999999866,75.59199999999858,0.76,7.8,Siddapur
0.61,0.28,0.12,0.49,29_524_shc_2024-25.7412,607.0,1.29,378.0,0.66,18.0,26.2,16.357999999999866,75.65999999999842,0.34,8.1,Badagandi
0.46,0.54,0.22,1.38,29_524_shc_2024-25.7544,517.0,2.06,361.0,0.63,31.0,5.5,16.357999999999866,75.64799999999845,0.23,8.2,Badagandi
0.38,0.34,0.17,1.29,29_524_shc_2024-25.7433,517.0,1.58,258.0,0.45,28.0,24.2,16.357999999999866,75.65999999999842,0.34,8.1,Badagandi
1.0,0.47,0.16,1.16,29_524_shc_2024-25.7456,562.0,1.46,418.0,0.73,28.0,29.2,16.357999999999866,75.65999999999842,0.24,7.8,Badagandi
0.51,0.39,0.16,0.54,29_524_shc_2024-25.7486,472.0,1.36,281.0,0.49,29.0,13.7,16.357999999999866,75.65999999999842,0.6,7.9,Badagandi
0.74,0.56,0.18,1.18,29_524_shc_2024-25.18797,708.0,2.0,372.0,0.65,37.0,13.0,16.357999999999866,75.65999999999842,0.63,7.3,Badagandi
0.69,0.47,0.21,2.1,29_524_shc_2024-25.19315,697.0,2.17,418.0,0.73,37.0,13.0,16.357999999999866,75.65999999999842,0.54,7.5,Badagandi
0.35,0.64,0.61,1.0,29_524_shc_2024-25.13281,292.0,2.56,395.0,0.69,20.0,51.0,16.357999999999866,75.5799999999986,0.28,7.4,Nagaral
0.45,0.58,0.51,0.86,29_524_shc_2024-25.13284,135.0,4.4,475.0,0.83,25.0,40.0,16.357999999999866,75.5799999999986,0.29,7.2,Nagaral
0.84,0.58,0.15,1.46,29_524_shc_2024-25.17596,331.0,2.13,178.0,0.31,11.0,32.2,16.357999999999866,75.6279999999985,0.69,7.6,Bilgi (Rural)
0.3,0.98,0.5,0.95,29_524_shc_2024-25.17036,146.0,3.69,407.0,0.71,60.0,47.7,16.357999999999866,75.5799999999986,0.36,7.4,Nagaral
1.75,0.86,0.21,1.89,29_524_shc_2024-25.7400,236.0,2.88,206.0,0.36,20.0,44.0,16.357999999999866,75.65199999999844,0.48,6.5,Badagandi
1.36,0.48,0.15,2.71,29_524_shc_2024-25.15630,180.0,2.84,149.0,0.26,18.0,31.0,16.357999999999866,75.65199999999844,0.31,7.2,Badagandi
0.28,0.38,0.64,1.16,29_524_shc_2024-25.1615,180.0,4.4,166.0,0.29,11.0,10.0,16.359999999999864,75.3259999999992,0.39,8.1,Mudhol(Rural)
0.44,0.63,0.23,0.37,29_524_shc_2024-25.17283,213.0,2.76,447.0,0.78,21.0,24.7,16.359999999999864,75.3239999999992,0.43,7.2,Mudhol(Rural)
0.77,0.64,0.15,2.21,29_524_shc_2024-25.12459,146.0,3.96,146.0,0.26,14.0,19.7,16.359999999999864,75.3279999999992,0.52,7.8,Mudhol(Rural)
0.45,0.24,0.16,0.97,29_524_shc_2024-25.1616,157.0,3.46,361.0,0.63,8.0,64.7,16.359999999999864,75.32999999999919,0.16,8.3,Zunjarakopp
0.61,0.47,0.2,0.96,29_524_shc_2024-25.10152,157.0,6.73,304.0,0.53,12.0,23.0,16.359999999999864,75.32999999999919,0.46,8.1,Zunjarakopp
0.48,0.37,0.21,0.47,29_524_shc_2024-25.17471,191.0,4.8,343.0,0.6,11.0,22.5,16.359999999999864,75.32999999999919,0.58,8.2,Zunjarakopp
0.92,1.46,0.16,1.76,29_524_shc_2024-25.12670,247.0,3.88,166.0,0.29,16.0,34.7,16.359999999999864,75.65599999999843,0.36,7.2,Badagandi
0.44,0.58,0.43,0.29,29_524_shc_2024-25.17101,146.0,2.26,424.0,0.74,31.0,48.5,16.359999999999864,75.5839999999986,0.56,6.9,Nagaral
0.52,0.49,0.42,0.44,29_524_shc_2024-25.17121,112.0,1.86,401.0,0.7,20.0,46.7,16.359999999999864,75.5839999999986,0.46,6.6,Nagaral
0.4,0.47,0.16,0.92,29_524_shc_2024-25.1129,753.0,2.16,326.0,0.57,3.0,12.7,16.359999999999864,75.6659999999984,0.29,8.2,Badagandi
0.42,0.49,0.16,0.77,29_524_shc_2024-25.1130,483.0,3.16,343.0,0.6,19.0,12.5,16.359999999999864,75.6659999999984,0.46,8.1,Badagandi
0.74,0.56,0.18,0.64,29_524_shc_2024-25.7405,517.0,3.0,326.0,0.57,11.0,17.2,16.359999999999864,75.6659999999984,0.23,8.3,Badagandi
0.37,0.52,0.16,0.46,29_524_shc_2024-25.7455,630.0,2.26,263.0,0.46,15.0,17.2,16.359999999999864,75.6659999999984,0.54,7.9,Badagandi
0.27,0.64,0.16,0.58,29_524_shc_2024-25.7460,472.0,2.46,252.0,0.44,21.0,15.0,16.359999999999864,75.6659999999984,0.4,8.3,Badagandi
0.71,0.6,0.21,1.85,29_524_shc_2024-25.18959,311.0,1.12,362.0,0.63,30.0,10.3,16.359999999999864,75.61399999999853,1.52,7.9,Bilgi (Rural)
0.76,0.25,0.28,0.29,29_524_shc_2024-25.1372,135.0,4.89,464.0,0.81,26.0,40.2,16.361999999999863,75.30399999999925,0.42,7.9,Mudhol(Rural)
0.79,0.29,0.26,0.47,29_524_shc_2024-25.1555,270.0,3.89,412.0,0.72,40.0,44.2,16.361999999999863,75.30399999999925,0.37,7.9,Mudhol(Rural)
0.79,0.47,0.29,0.56,29_524_shc_2024-25.8415,259.0,4.0,258.0,0.45,30.0,42.0,16.361999999999863,75.30399999999925,0.5,7.2,Mudhol(Rural)
0.56,0.28,0.28,0.28,29_524_shc_2024-25.8574,112.0,3.97,430.0,0.75,24.0,29.0,16.361999999999863,75.30399999999925,0.47,7.5,Mudhol(Rural)
0.75,0.46,0.35,0.5,29_524_shc_2024-25.9305,202.0,2.76,447.0,0.78,21.0,49.7,16.361999999999863,75.30399999999925,0.5,7.3,Mudhol(Rural)
0.57,0.34,0.27,0.54,29_524_shc_2024-25.9569,112.0,4.0,538.0,0.94,15.0,31.2,16.361999999999863,75.30399999999925,0.41,7.9,Mudhol(Rural)
0.85,0.47,0.25,0.39,29_524_shc_2024-25.9954,123.0,7.1,475.0,0.83,39.0,33.7,16.361999999999863,75.30399999999925,0.38,7.4,Mudhol(Rural)
0.6,0.58,0.15,1.74,29_524_shc_2024-25.16498,325.0,1.75,431.0,0.75,29.0,18.5,16.361999999999863,75.61399999999853,1.32,7.8,Bilgi (Rural)
0.52,0.69,0.21,1.02,29_524_shc_2024-25.18867,285.0,1.36,368.0,0.64,25.0,10.3,16.361999999999863,75.61399999999853,2.32,7.8,Bilgi (Rural)
0.72,0.73,0.33,0.46,29_524_shc_2024-25.1360,439.0,0.73,401.0,0.7,45.0,20.2,16.361999999999863,75.56999999999863,0.46,7.6,Siddapur
0.45,0.46,0.39,0.29,29_524_shc_2024-25.9880,393.0,0.96,498.0,0.87,14.0,16.0,16.361999999999863,75.56999999999863,0.26,7.9,Siddapur
0.48,0.39,0.18,0.44,29_524_shc_2024-25.1149,438.0,1.97,378.0,0.66,7.0,11.5,16.361999999999863,75.65399999999843,0.54,7.5,Badagandi
0.25,0.46,0.17,0.4,29_524_shc_2024-25.1151,495.0,0.97,395.0,0.69,18.0,26.5,16.361999999999863,75.65399999999843,0.54,6.9,Badagandi
0.37,0.5,0.19,0.4,29_524_shc_2024-25.1153,540.0,3.1,298.0,0.52,32.0,12.2,16.361999999999863,75.65399999999843,0.46,8.3,Badagandi
0.37,0.42,0.16,0.4,29_524_shc_2024-25.7499,450.0,3.16,378.0,0.66,28.0,14.7,16.361999999999863,75.65399999999843,0.38,7.9,Badagandi
0.26,0.54,0.17,0.47,29_524_shc_2024-25.7500,618.0,3.1,361.0,0.63,32.0,23.0,16.361999999999863,75.65399999999843,0.39,8.1,Badagandi
0.43,0.36,0.18,0.55,29_524_shc_2024-25.7549,517.0,2.96,281.0,0.49,11.0,32.2,16.361999999999863,75.65399999999843,0.46,7.8,Badagandi
0.3,0.53,0.18,0.39,29_524_shc_2024-25.7550,461.0,1.0,429.0,0.75,11.0,18.7,16.361999999999863,75.65399999999843,0.42,6.9,Badagandi
0.27,0.47,0.17,0.36,29_524_shc_2024-25.7552,528.0,2.0,304.0,0.53,14.0,14.0,16.361999999999863,75.65399999999843,0.52,8.2,Badagandi
0.1,0.49,0.17,0.41,29_524_shc_2024-25.7567,393.0,2.97,258.0,0.45,14.0,26.0,16.361999999999863,75.65399999999843,0.47,8.0,Badagandi
0.3,0.64,0.18,0.36,29_524_shc_2024-25.7569,506.0,2.86,326.0,0.57,7.0,25.2,16.361999999999863,75.65399999999843,0.74,7.9,Badagandi
1.27,0.95,0.17,2.34,29_524_shc_2024-25.12678,326.0,5.16,286.0,0.5,14.0,25.0,16.361999999999863,75.65399999999843,0.68,7.4,Badagandi
0.64,0.56,0.18,1.54,29_524_shc_2024-25.13727,375.0,1.36,425.0,0.74,34.0,10.3,16.361999999999863,75.6279999999985,1.23,8.0,Bilgi (Rural)
0.68,0.69,0.16,1.98,29_524_shc_2024-25.13730,354.0,1.12,333.0,0.58,29.0,8.6,16.361999999999863,75.6279999999985,1.58,8.3,Bilgi (Rural)
0.64,0.56,0.18,1.54,29_524_shc_2024-25.18857,375.0,1.36,425.0,0.74,34.0,10.3,16.361999999999863,75.6279999999985,1.23,8.0,Bilgi (Rural)
0.65,0.46,0.22,0.97,29_524_shc_2024-25.7292,438.0,2.16,361.0,0.63,25.0,30.7,16.361999999999863,75.6659999999984,0.56,7.9,Badagandi
0.78,0.56,0.2,0.88,29_524_shc_2024-25.7293,337.0,2.31,355.0,0.62,52.0,25.0,16.361999999999863,75.6659999999984,0.77,8.2,Badagandi
0.47,0.55,0.22,0.77,29_524_shc_2024-25.7315,326.0,1.89,263.0,0.46,48.0,9.5,16.361999999999863,75.6659999999984,0.88,8.0,Badagandi
0.51,0.27,0.21,0.76,29_524_shc_2024-25.7332,450.0,1.87,413.0,0.72,23.0,14.5,16.361999999999863,75.6659999999984,0.91,8.3,Badagandi
0.31,0.37,0.19,0.86,29_524_shc_2024-25.19361,742.0,2.16,441.0,0.77,25.0,12.0,16.361999999999863,75.6659999999984,0.49,7.5,Badagandi
0.71,0.73,0.22,0.63,29_524_shc_2024-25.7056,247.0,2.63,224.0,0.39,30.0,10.0,16.363999999999862,75.0699999999998,0.13,8.2,Dhavaleshwar
0.65,0.68,0.18,0.43,29_524_shc_2024-25.7058,168.0,1.96,338.0,0.59,45.0,10.5,16.363999999999862,75.0699999999998,0.25,8.6,Dhavaleshwar
0.93,0.7,0.23,0.59,29_524_shc_2024-25.7100,180.0,2.51,235.0,0.41,38.0,14.5,16.363999999999862,75.0699999999998,0.24,8.7,Dhavaleshwar
0.39,0.54,0.19,0.73,29_524_shc_2024-25.7184,191.0,1.88,246.0,0.43,66.0,11.0,16.363999999999862,75.0699999999998,0.21,8.6,Dhavaleshwar
0.65,0.27,0.22,0.76,29_524_shc_2024-25.1369,315.0,4.4,281.0,0.49,13.0,29.2,16.363999999999862,75.29199999999928,0.16,7.8,Mudhol(Rural)
0.58,0.56,1.27,0.28,29_524_shc_2024-25.1556,191.0,3.16,281.0,0.49,10.0,16.7,16.363999999999862,75.29199999999928,0.84,7.8,Mudhol(Rural)
0.6,0.46,0.4,0.49,29_524_shc_2024-25.1559,157.0,3.78,229.0,0.4,17.0,22.2,16.363999999999862,75.29199999999928,0.26,8.5,Mudhol(Rural)
0.82,0.53,1.06,0.26,29_524_shc_2024-25.9759,146.0,4.41,201.0,0.35,13.0,16.5,16.363999999999862,75.29199999999928,0.19,8.2,Mudhol(Rural)
0.62,0.48,1.03,0.48,29_524_shc_2024-25.9953,438.0,2.96,292.0,0.51,26.0,23.0,16.363999999999862,75.29199999999928,0.96,8.3,Mudhol(Rural)
0.58,0.56,1.27,0.28,29_524_shc_2024-25.12037,191.0,3.16,281.0,0.49,10.0,16.7,16.363999999999862,75.29199999999928,0.84,7.8,Mudhol(Rural)
0.9,0.26,0.25,0.3,29_524_shc_2024-25.1373,123.0,5.1,424.0,0.74,14.0,35.2,16.363999999999862,75.30599999999924,0.37,7.9,Mudhol(Rural)
0.63,0.47,0.69,0.54,29_524_shc_2024-25.1557,213.0,7.76,338.0,0.59,54.0,59.0,16.363999999999862,75.30599999999924,0.31,7.3,Mudhol(Rural)
1.18,0.42,0.84,0.4,29_524_shc_2024-25.7790,202.0,5.0,286.0,0.5,17.0,108.0,16.363999999999862,75.30599999999924,0.27,7.8,Mudhol(Rural)
0.39,0.56,0.51,0.58,29_524_shc_2024-25.7796,214.0,5.16,372.0,0.65,36.0,7.5,16.363999999999862,75.30599999999924,0.38,7.1,Zunjarakopp
0.65,0.52,0.49,0.84,29_524_shc_2024-25.9299,202.0,4.18,218.0,0.38,43.0,30.2,16.363999999999862,75.30599999999924,0.36,7.8,Mudhol(Rural)
0.71,0.38,1.1,0.51,29_524_shc_2024-25.9304,135.0,4.88,367.0,0.64,10.0,133.0,16.363999999999862,75.30599999999924,0.28,7.7,Mudhol(Rural)
0.41,0.29,0.41,0.48,29_524_shc_2024-25.9571,146.0,5.56,482.0,0.84,5.0,77.2,16.363999999999862,75.30599999999924,0.28,8.0,Mudhol(Rural)
0.78,0.43,0.47,0.74,29_524_shc_2024-25.9760,146.0,3.97,310.0,0.54,14.0,36.2,16.363999999999862,75.30599999999924,0.42,7.9,Mudhol(Rural)
0.63,0.75,0.26,0.96,29_524_shc_2024-25.16140,385.0,1.85,362.0,0.63,29.0,10.6,16.363999999999862,75.61799999999852,1.21,7.6,Bilgi (Rural)
0.86,0.57,0.18,0.65,29_524_shc_2024-25.17247,341.0,0.96,425.0,0.74,27.0,12.3,16.363999999999862,75.61799999999852,1.56,7.95,Bilgi (Rural)
0.61,0.56,0.19,1.36,29_524_shc_2024-25.17441,373.0,1.11,373.0,0.65,28.0,15.0,16.363999999999862,75.61799999999852,0.99,7.5,Bilgi (Rural)
0.47,0.38,0.4,5.95,29_524_shc_2024-25.11668,392.0,4.9,311.0,0.54,24.0,9.32,16.363999999999862,75.67199999999839,0.45,8.15,Rolli
0.5,0.39,0.29,5.33,29_524_shc_2024-25.11672,361.0,5.9,317.0,0.55,12.0,7.79,16.363999999999862,75.67199999999839,0.49,8.08,Rolli
0.52,0.34,0.26,5.44,29_524_shc_2024-25.14384,343.0,5.3,321.0,0.56,19.0,9.15,16.363999999999862,75.67199999999839,0.52,8.11,Rolli
0.68,0.18,0.37,0.73,29_524_shc_2024-25.19357,236.0,2.46,521.0,0.91,16.0,45.2,16.363999999999862,75.7999999999981,0.44,7.5,Rolli
0.53,0.37,0.34,6.08,29_524_shc_2024-25.14403,417.0,5.4,316.0,0.55,15.0,9.35,16.363999999999862,75.67199999999839,0.53,8.13,Rolli
0.46,0.4,0.39,6.01,29_524_shc_2024-25.11666,405.0,6.3,317.0,0.55,20.0,9.29,16.363999999999862,75.68399999999836,0.51,8.19,Rolli
0.51,0.4,0.43,5.56,29_524_shc_2024-25.11669,317.0,4.7,298.0,0.52,16.0,9.5,16.363999999999862,75.68399999999836,0.5,8.24,Rolli
0.52,0.4,0.37,5.92,29_524_shc_2024-25.14242,317.0,6.2,319.0,0.56,16.0,7.91,16.363999999999862,75.68399999999836,0.49,8.3,Rolli
0.53,0.34,0.29,5.03,29_524_shc_2024-25.11653,478.0,5.2,329.0,0.58,21.0,9.48,16.363999999999862,75.67999999999837,0.44,8.06,Rolli
0.52,0.4,0.42,5.89,29_524_shc_2024-25.14402,318.0,5.6,313.0,0.55,17.0,5.67,16.363999999999862,75.67999999999837,0.55,8.37,Rolli
0.35,0.47,0.34,0.92,29_524_shc_2024-25.8979,90.0,4.26,556.0,0.97,11.0,26.7,16.36599999999986,75.30799999999924,0.39,7.7,Mudhol(Rural)
0.53,0.35,0.3,6.08,29_524_shc_2024-25.14299,461.0,5.9,305.0,0.53,12.0,7.81,16.36599999999986,75.67599999999838,0.47,8.32,Rolli
0.44,0.35,0.36,5.84,29_524_shc_2024-25.14491,288.0,5.6,299.0,0.52,16.0,9.02,16.36599999999986,75.67599999999838,0.48,8.35,Rolli
